pay,year,department,gender
46.45,5.0,Management,M
47.62,5.0,Management,F
50.04,5.0,Management,F
47.89,5.0,Management,M
48.48,5.0,Management,M
47.35,5.0,Management,M
47.19,5.0,Management,M
47.51,5.0,Management,M
46.15,5.0,Management,M
46.93,5.0,Management,M
46.91,5.0,Management,M
48.1,5.0,Management,F
49.47,5.0,Management,F
48.36,5.0,Management,M
46.66,5.0,Management,M
49.51,5.0,Management,F
46.87,5.0,Management,M
46.54,5.0,Management,M
47.13,5.0,Management,M
45.84,5.0,Management,M
49.51,5.0,Management,F
47.81,5.0,Management,F
48.32,5.0,Management,M
48.71,5.0,Management,F
45.98,5.0,Management,M
48.14,5.0,Management,M
47.55,5.0,Management,M
47.41,5.0,Management,M
47.34,5.0,Management,M
49.15,5.0,Management,F
48.26,5.0,Management,M
48.52,5.0,Management,F
48.53,5.0,Management,F
45.95,5.0,Management,M
48.13,5.0,Management,M
49.96,5.0,Management,F
46.81,5.0,Management,M
48.45,5.0,Management,M
45.15,5.0,Management,M
48.36,5.0,Management,M
48.99,5.0,Management,F
48.62,5.0,Management,F
46.88,5.0,Management,M
46.96,5.0,Management,M
48.51,5.0,Management,F
47.15,5.0,Management,M
48.96,5.0,Management,F
46.45,5.0,Management,M
46.18,5.0,Management,M
48.15,5.0,Management,F
48.31,5.0,Management,M
47.27,5.0,Management,M
47.12,5.0,Management,M
49.53,5.0,Management,F
46.1,5.0,Management,M
46.41,5.0,Management,M
48.95,5.0,Management,F
47.83,5.0,Management,M
48.36,5.0,Management,F
49.18,5.0,Management,F
47.89,5.0,Management,F
49.82,5.0,Management,F
45.96,5.0,Management,M
46.58,5.0,Management,M
46.17,5.0,Management,M
49.79,5.0,Management,F
47.2,5.0,Management,M
49.44,5.0,Management,F
46.22,5.0,Management,M
49.38,5.0,Management,F
47.0,5.0,Management,M
49.82,5.0,Management,F
47.87,5.0,Management,M
47.67,5.0,Management,M
46.25,5.0,Management,M
47.59,5.0,Management,M
47.97,5.0,Management,F
48.85,5.0,Management,F
49.61,5.0,Management,F
48.72,5.0,Management,F
47.9,5.0,Management,F
48.83,5.0,Management,F
47.18,5.0,Management,M
46.7,5.0,Management,M
48.28,5.0,Management,F
48.85,5.0,Management,F
47.03,5.0,Management,M
47.99,5.0,Management,F
48.78,5.0,Management,F
46.49,5.0,Management,M
45.2,5.0,Management,M
46.15,5.0,Management,M
46.9,5.0,Management,M
49.44,5.0,Management,F
48.91,5.0,Management,F
46.26,5.0,Management,M
48.35,5.0,Management,F
48.4,5.0,Management,F
49.6,5.0,Management,F
46.64,5.0,Management,M
49.32,5.0,Management,F
47.43,5.0,Management,M
49.97,5.0,Management,F
46.36,5.0,Management,M
47.16,5.0,Management,M
48.37,5.0,Management,F
45.59,5.0,Management,M
46.24,5.0,Management,M
46.24,5.0,Management,M
46.4,5.0,Management,M
47.84,5.0,Management,M
46.5,5.0,Management,M
46.13,5.0,Management,M
46.65,5.0,Management,M
50.15,5.0,Management,F
49.32,5.0,Management,F
47.95,5.0,Management,M
47.19,5.0,Management,M
46.41,5.0,Management,M
47.17,5.0,Management,M
49.74,5.0,Management,F
48.39,5.0,Management,M
47.42,5.0,Management,M
47.14,5.0,Management,M
46.9,5.0,Management,M
46.2,5.0,Management,M
47.16,5.0,Management,M
47.08,5.0,Management,M
47.07,5.0,Management,M
47.75,5.0,Management,M
46.77,5.0,Management,M
48.29,5.0,Management,M
46.06,5.0,Management,M
47.36,5.0,Management,M
46.46,5.0,Management,M
48.78,5.0,Management,F
46.56,5.0,Management,M
47.03,5.0,Management,M
49.42,5.0,Management,F
48.45,5.0,Management,F
46.04,5.0,Management,M
49.93,5.0,Management,F
49.82,5.0,Management,F
48.07,5.0,Management,M
48.55,5.0,Management,M
46.45,5.0,Management,M
48.1,5.0,Management,F
48.47,5.0,Management,M
46.57,5.0,Management,M
48.87,5.0,Management,F
47.75,5.0,Management,F
46.72,5.0,Management,M
50.18,5.0,Management,F
48.0,5.0,Management,M
46.63,5.0,Management,M
47.6,5.0,Management,M
47.11,5.0,Management,M
45.95,5.0,Management,M
46.23,5.0,Management,M
46.15,5.0,Management,M
48.17,5.0,Management,F
48.53,5.0,Management,F
46.43,5.0,Management,M
47.67,5.0,Management,M
48.04,5.0,Management,M
49.55,5.0,Management,F
46.82,5.0,Management,M
48.39,5.0,Management,F
49.9,5.0,Management,F
46.9,5.0,Management,M
49.94,5.0,Management,F
50.15,5.0,Management,F
46.13,5.0,Management,M
49.09,5.0,Management,F
49.47,5.0,Management,F
47.14,5.0,Management,M
47.91,5.0,Management,M
46.71,5.0,Management,M
49.55,5.0,Management,F
46.62,5.0,Management,M
46.68,5.0,Management,M
46.05,5.0,Management,M
46.94,5.0,Management,M
46.58,5.0,Management,M
45.8,5.0,Management,M
49.77,5.0,Management,F
47.23,5.0,Management,M
46.33,5.0,Management,M
48.8,5.0,Management,F
49.12,5.0,Management,M
34.51,5.0,R&D,M
33.93,5.0,R&D,M
36.16,5.0,R&D,F
34.43,5.0,R&D,M
32.9,5.0,R&D,M
34.2,5.0,R&D,M
33.99,5.0,R&D,M
35.77,5.0,R&D,F
35.51,5.0,R&D,F
32.54,5.0,R&D,M
32.79,5.0,R&D,M
33.67,5.0,R&D,M
36.82,5.0,R&D,F
33.73,5.0,R&D,M
32.65,5.0,R&D,M
34.85,5.0,R&D,M
34.76,5.0,R&D,M
33.94,5.0,R&D,M
34.8,5.0,R&D,F
32.49,5.0,R&D,M
34.07,5.0,R&D,M
36.58,5.0,R&D,F
33.09,5.0,R&D,M
34.12,5.0,R&D,M
32.3,5.0,R&D,M
33.75,5.0,R&D,M
33.61,5.0,R&D,M
35.58,5.0,R&D,F
34.7,5.0,R&D,M
34.58,5.0,R&D,M
33.83,5.0,R&D,M
34.48,5.0,R&D,M
34.84,5.0,R&D,M
33.79,5.0,R&D,M
33.65,5.0,R&D,M
34.54,5.0,R&D,M
33.33,5.0,R&D,M
34.38,5.0,R&D,M
33.85,5.0,R&D,M
32.61,5.0,R&D,M
32.89,5.0,R&D,M
35.07,5.0,R&D,M
34.12,5.0,R&D,M
33.2,5.0,R&D,M
36.28,5.0,R&D,F
36.69,5.0,R&D,F
35.1,5.0,R&D,F
36.42,5.0,R&D,F
32.82,5.0,R&D,M
33.86,5.0,R&D,F
33.46,5.0,R&D,M
34.19,5.0,R&D,M
34.61,5.0,R&D,M
33.48,5.0,R&D,M
33.46,5.0,R&D,M
36.74,5.0,R&D,F
33.7,5.0,R&D,M
34.34,5.0,R&D,M
32.46,5.0,R&D,M
34.01,5.0,R&D,M
33.78,5.0,R&D,M
34.57,5.0,R&D,F
34.74,5.0,R&D,M
35.11,5.0,R&D,F
33.72,5.0,R&D,M
34.06,5.0,R&D,M
33.95,5.0,R&D,M
33.17,5.0,R&D,M
36.28,5.0,R&D,F
35.36,5.0,R&D,M
32.89,5.0,R&D,M
33.31,5.0,R&D,M
33.87,5.0,R&D,M
36.43,5.0,R&D,F
34.88,5.0,R&D,F
34.07,5.0,R&D,M
32.77,5.0,R&D,M
33.64,5.0,R&D,M
33.86,5.0,R&D,M
34.59,5.0,R&D,F
33.79,5.0,R&D,M
35.44,5.0,R&D,F
32.34,5.0,R&D,M
34.48,5.0,R&D,M
33.38,5.0,R&D,M
34.52,5.0,R&D,M
32.58,5.0,R&D,M
33.78,5.0,R&D,M
35.89,5.0,R&D,F
34.75,5.0,R&D,M
32.99,5.0,R&D,M
36.25,5.0,R&D,F
32.93,5.0,R&D,M
32.92,5.0,R&D,M
34.32,5.0,R&D,M
33.99,5.0,R&D,M
33.2,5.0,R&D,M
32.93,5.0,R&D,M
35.73,5.0,R&D,F
31.77,5.0,R&D,M
33.6,5.0,R&D,M
33.93,5.0,R&D,M
34.84,5.0,R&D,M
33.25,5.0,R&D,M
33.2,5.0,R&D,M
33.99,5.0,R&D,M
33.82,5.0,R&D,M
34.25,5.0,R&D,F
34.89,5.0,R&D,M
34.94,5.0,R&D,F
34.62,5.0,R&D,M
36.28,5.0,R&D,F
31.93,5.0,R&D,M
35.75,5.0,R&D,F
34.4,5.0,R&D,M
36.02,5.0,R&D,F
33.36,5.0,R&D,M
33.01,5.0,R&D,M
34.74,5.0,R&D,F
34.23,5.0,R&D,M
33.61,5.0,R&D,M
35.78,5.0,R&D,F
34.67,5.0,R&D,F
34.2,5.0,R&D,M
32.66,5.0,R&D,M
35.42,5.0,R&D,F
34.94,5.0,R&D,M
33.42,5.0,R&D,M
35.7,5.0,R&D,F
34.43,5.0,R&D,M
33.23,5.0,R&D,M
32.7,5.0,R&D,M
33.56,5.0,R&D,M
33.81,5.0,R&D,M
35.25,5.0,R&D,F
35.63,5.0,R&D,F
33.24,5.0,R&D,M
35.09,5.0,R&D,F
34.02,5.0,R&D,M
34.1,5.0,R&D,M
33.58,5.0,R&D,M
34.3,5.0,R&D,M
35.97,5.0,R&D,F
35.67,5.0,R&D,F
34.98,5.0,R&D,F
33.35,5.0,R&D,M
35.8,5.0,R&D,F
36.04,5.0,R&D,F
35.78,5.0,R&D,F
34.06,5.0,R&D,M
32.94,5.0,R&D,M
34.11,5.0,R&D,M
32.89,5.0,R&D,M
33.82,5.0,R&D,M
34.25,5.0,R&D,F
35.4,5.0,R&D,M
35.34,5.0,R&D,F
36.49,5.0,R&D,F
34.07,5.0,R&D,M
32.77,5.0,R&D,M
36.98,5.0,R&D,F
34.43,5.0,R&D,F
33.19,5.0,R&D,M
34.25,5.0,R&D,M
32.96,5.0,R&D,M
32.97,5.0,R&D,M
36.11,5.0,R&D,F
34.15,5.0,R&D,M
32.71,5.0,R&D,M
36.72,5.0,R&D,F
36.17,5.0,R&D,F
33.98,5.0,R&D,M
32.59,5.0,R&D,M
33.27,5.0,R&D,M
32.79,5.0,R&D,M
36.25,5.0,R&D,F
34.23,5.0,R&D,M
34.37,5.0,R&D,M
34.61,5.0,R&D,M
34.36,5.0,R&D,M
33.41,5.0,R&D,M
35.65,5.0,R&D,F
34.54,5.0,R&D,M
32.49,5.0,R&D,M
34.19,5.0,R&D,M
33.37,5.0,R&D,M
33.86,5.0,R&D,M
34.41,5.0,R&D,M
37.04,5.0,R&D,F
33.63,5.0,R&D,M
33.47,5.0,R&D,M
32.97,5.0,R&D,M
32.51,5.0,R&D,M
34.05,5.0,R&D,M
34.24,5.0,R&D,M
33.39,5.0,R&D,M
33.81,5.0,R&D,M
34.5,5.0,R&D,M
34.38,5.0,R&D,M
33.68,5.0,R&D,M
35.79,5.0,R&D,F
34.03,5.0,R&D,M
36.41,5.0,R&D,F
33.4,5.0,R&D,M
34.7,5.0,R&D,F
34.34,5.0,R&D,M
31.68,5.0,R&D,M
34.99,5.0,R&D,F
35.88,5.0,R&D,F
33.71,5.0,R&D,M
33.67,5.0,R&D,M
34.73,5.0,R&D,F
33.78,5.0,R&D,M
34.03,5.0,R&D,M
35.15,5.0,R&D,M
33.58,5.0,R&D,M
35.02,5.0,R&D,F
33.85,5.0,R&D,M
33.79,5.0,R&D,M
34.63,5.0,R&D,F
35.69,5.0,R&D,F
33.25,5.0,R&D,M
32.72,5.0,R&D,M
35.16,5.0,R&D,F
33.21,5.0,R&D,M
35.84,5.0,R&D,F
35.52,5.0,R&D,F
36.45,5.0,R&D,F
31.79,5.0,R&D,M
36.49,5.0,R&D,F
32.01,5.0,R&D,M
33.93,5.0,R&D,M
32.9,5.0,R&D,M
33.22,5.0,R&D,M
34.0,5.0,R&D,M
36.26,5.0,R&D,F
32.65,5.0,R&D,M
35.03,5.0,R&D,F
34.22,5.0,R&D,M
32.93,5.0,R&D,M
34.44,5.0,R&D,M
33.15,5.0,R&D,M
34.91,5.0,R&D,F
31.28,5.0,R&D,M
33.85,5.0,R&D,M
33.63,5.0,R&D,M
35.97,5.0,R&D,F
34.0,5.0,R&D,M
34.37,5.0,R&D,M
32.2,5.0,R&D,M
34.0,5.0,R&D,M
33.66,5.0,R&D,M
33.55,5.0,R&D,M
33.23,5.0,R&D,M
36.15,5.0,R&D,F
33.23,5.0,R&D,M
33.35,5.0,R&D,M
35.64,5.0,R&D,F
32.82,5.0,R&D,M
34.81,5.0,R&D,M
32.92,5.0,R&D,M
34.23,5.0,R&D,M
34.25,5.0,R&D,M
33.51,5.0,R&D,M
35.5,5.0,R&D,F
35.43,5.0,R&D,F
35.56,5.0,R&D,M
34.89,5.0,R&D,F
34.52,5.0,R&D,F
32.4,5.0,R&D,M
32.66,5.0,R&D,M
35.29,5.0,R&D,F
34.75,5.0,R&D,M
33.54,5.0,R&D,M
33.58,5.0,R&D,M
33.13,5.0,R&D,M
35.28,5.0,R&D,F
32.7,5.0,R&D,M
33.11,5.0,R&D,M
32.84,5.0,R&D,M
32.96,5.0,R&D,M
35.29,5.0,R&D,F
33.96,5.0,R&D,M
32.81,5.0,R&D,M
33.38,5.0,R&D,M
33.5,5.0,R&D,M
33.95,5.0,R&D,M
34.62,5.0,R&D,F
33.66,5.0,R&D,M
34.2,5.0,R&D,M
36.27,5.0,R&D,F
35.59,5.0,R&D,F
33.31,5.0,R&D,M
36.85,5.0,R&D,F
33.83,5.0,R&D,M
32.57,5.0,R&D,M
35.57,5.0,R&D,F
36.16,5.0,R&D,F
33.97,5.0,R&D,M
33.15,5.0,R&D,M
32.62,5.0,R&D,M
36.01,5.0,R&D,F
33.51,5.0,R&D,M
31.96,5.0,R&D,M
31.97,5.0,R&D,M
34.38,5.0,R&D,M
32.64,5.0,R&D,M
34.32,5.0,R&D,M
33.86,5.0,R&D,M
33.39,5.0,R&D,M
33.87,5.0,R&D,M
33.59,5.0,R&D,M
34.93,5.0,R&D,M
33.58,5.0,R&D,M
34.12,5.0,R&D,M
34.83,5.0,R&D,M
33.33,5.0,R&D,M
33.51,5.0,R&D,M
33.57,5.0,R&D,M
31.48,5.0,R&D,M
34.69,5.0,R&D,F
34.9,5.0,R&D,M
33.81,5.0,R&D,M
31.92,5.0,R&D,M
33.67,5.0,R&D,M
33.94,5.0,R&D,M
33.93,5.0,R&D,M
33.11,5.0,R&D,M
34.8,5.0,R&D,M
32.65,5.0,R&D,M
33.79,5.0,R&D,M
34.74,5.0,R&D,M
34.83,5.0,R&D,F
34.49,5.0,R&D,M
34.4,5.0,R&D,M
34.59,5.0,R&D,M
35.68,5.0,R&D,F
32.03,5.0,R&D,M
36.0,5.0,R&D,F
33.56,5.0,R&D,M
34.29,5.0,R&D,M
34.66,5.0,R&D,M
32.66,5.0,R&D,M
34.92,5.0,R&D,M
33.58,5.0,R&D,M
31.01,5.0,R&D,M
35.38,5.0,R&D,M
33.18,5.0,R&D,M
33.44,5.0,R&D,M
36.87,5.0,R&D,F
33.46,5.0,R&D,M
33.66,5.0,R&D,M
34.3,5.0,R&D,M
35.9,5.0,R&D,F
34.63,5.0,R&D,M
34.05,5.0,R&D,M
32.71,5.0,R&D,M
32.93,5.0,R&D,M
32.93,5.0,R&D,M
32.96,5.0,R&D,M
32.51,5.0,R&D,M
33.85,5.0,R&D,M
33.59,5.0,R&D,M
34.37,5.0,R&D,M
34.21,5.0,R&D,M
33.77,5.0,R&D,M
35.17,5.0,R&D,F
35.28,5.0,R&D,F
32.28,5.0,R&D,M
35.68,5.0,R&D,F
34.8,5.0,R&D,M
33.67,5.0,R&D,M
34.09,5.0,R&D,M
32.43,5.0,R&D,M
35.05,5.0,R&D,F
34.7,5.0,R&D,M
33.58,5.0,R&D,M
32.97,5.0,R&D,M
35.06,5.0,R&D,M
34.07,5.0,R&D,M
32.87,5.0,R&D,M
36.44,5.0,R&D,F
33.03,5.0,R&D,M
35.98,5.0,R&D,F
37.02,5.0,R&D,F
33.99,5.0,R&D,M
35.9,5.0,R&D,F
32.14,5.0,R&D,M
33.16,5.0,R&D,M
32.95,5.0,R&D,M
35.17,5.0,R&D,M
33.78,5.0,R&D,M
34.03,5.0,R&D,M
33.92,5.0,R&D,M
33.55,5.0,R&D,M
33.0,5.0,R&D,M
32.94,5.0,R&D,M
36.49,5.0,R&D,F
33.04,5.0,R&D,M
33.42,5.0,R&D,M
34.4,5.0,R&D,M
33.26,5.0,R&D,M
32.95,5.0,R&D,M
34.44,5.0,R&D,M
36.34,5.0,R&D,F
33.66,5.0,R&D,M
33.8,5.0,R&D,M
35.0,5.0,R&D,M
34.27,5.0,R&D,M
33.57,5.0,R&D,M
33.77,5.0,R&D,M
36.12,5.0,R&D,F
33.81,5.0,R&D,M
35.1,5.0,R&D,M
32.35,5.0,R&D,M
33.81,5.0,R&D,M
35.54,5.0,R&D,F
32.78,5.0,R&D,M
33.84,5.0,R&D,M
35.06,5.0,R&D,F
33.44,5.0,R&D,M
36.33,5.0,R&D,F
34.3,5.0,R&D,M
33.93,5.0,R&D,M
35.05,5.0,R&D,M
35.39,5.0,R&D,F
35.56,5.0,R&D,F
35.19,5.0,R&D,M
32.14,5.0,R&D,M
33.21,5.0,R&D,M
33.83,5.0,R&D,M
34.08,5.0,R&D,M
33.94,5.0,R&D,M
34.38,5.0,R&D,M
37.6,5.0,R&D,F
33.66,5.0,R&D,M
31.07,5.0,R&D,M
32.62,5.0,R&D,M
34.93,5.0,R&D,F
32.74,5.0,R&D,M
34.22,5.0,R&D,M
34.55,5.0,R&D,M
35.61,5.0,R&D,F
33.93,5.0,R&D,M
34.05,5.0,R&D,M
32.54,5.0,R&D,M
32.54,5.0,R&D,M
34.7,5.0,R&D,M
33.78,5.0,R&D,M
34.53,5.0,R&D,M
32.58,5.0,R&D,M
35.36,5.0,R&D,M
33.55,5.0,R&D,M
37.1,5.0,R&D,F
32.65,5.0,R&D,M
32.88,5.0,R&D,M
33.44,5.0,R&D,M
32.12,5.0,R&D,M
33.0,5.0,R&D,M
34.31,5.0,R&D,M
33.34,5.0,R&D,M
36.1,5.0,R&D,F
33.96,5.0,R&D,M
19.92,10.0,Support,M
22.15,10.0,Support,F
20.92,10.0,Support,F
21.63,10.0,Support,F
19.21,10.0,Support,M
21.5,10.0,Support,F
18.94,10.0,Support,M
21.3,10.0,Support,F
21.93,10.0,Support,F
21.28,10.0,Support,F
19.58,10.0,Support,M
21.5,10.0,Support,F
21.83,10.0,Support,F
22.52,10.0,Support,F
23.1,10.0,Support,F
22.62,10.0,Support,F
22.83,10.0,Support,F
22.3,10.0,Support,F
22.11,10.0,Support,F
22.36,10.0,Support,F
23.1,10.0,Support,F
22.54,10.0,Support,F
20.49,10.0,Support,M
19.16,10.0,Support,M
21.45,10.0,Support,F
20.2,10.0,Support,M
22.08,10.0,Support,F
22.5,10.0,Support,F
20.97,10.0,Support,F
21.66,10.0,Support,M
21.34,10.0,Support,F
22.17,10.0,Support,F
22.57,10.0,Support,F
21.82,10.0,Support,F
21.38,10.0,Support,F
22.34,10.0,Support,F
20.53,10.0,Support,F
22.0,10.0,Support,F
22.96,10.0,Support,F
21.19,10.0,Support,F
23.33,10.0,Support,F
21.28,10.0,Support,F
23.57,10.0,Support,F
21.81,10.0,Support,F
21.67,10.0,Support,F
20.08,10.0,Support,M
19.18,10.0,Support,M
20.82,10.0,Support,M
22.04,10.0,Support,F
19.32,10.0,Support,M
22.33,10.0,Support,F
23.41,10.0,Support,F
19.11,10.0,Support,M
22.52,10.0,Support,F
22.72,10.0,Support,F
19.96,10.0,Support,M
22.36,10.0,Support,F
22.09,10.0,Support,F
19.81,10.0,Support,M
20.29,10.0,Support,M
21.55,10.0,Support,F
21.52,10.0,Support,F
21.11,10.0,Support,F
21.43,10.0,Support,F
21.41,10.0,Support,F
22.33,10.0,Support,F
22.58,10.0,Support,F
19.58,10.0,Support,F
21.87,10.0,Support,F
21.87,10.0,Support,F
22.43,10.0,Support,F
20.81,10.0,Support,M
21.12,10.0,Support,F
21.25,10.0,Support,F
22.65,10.0,Support,F
21.07,10.0,Support,F
22.57,10.0,Support,F
22.99,10.0,Support,F
23.85,10.0,Support,F
22.8,10.0,Support,F
21.2,10.0,Support,F
21.86,10.0,Support,F
23.08,10.0,Support,F
21.48,10.0,Support,F
21.05,10.0,Support,F
21.46,10.0,Support,F
18.83,10.0,Support,M
22.96,10.0,Support,F
19.93,10.0,Support,M
21.03,10.0,Support,F
19.43,10.0,Support,M
20.96,10.0,Support,M
21.88,10.0,Support,F
21.14,10.0,Support,F
19.82,10.0,Support,M
22.02,10.0,Support,F
22.46,10.0,Support,F
23.27,10.0,Support,F
22.55,10.0,Support,F
20.23,10.0,Support,M
20.89,10.0,Support,M
21.64,10.0,Support,F
21.86,10.0,Support,F
21.13,10.0,Support,F
21.37,10.0,Support,F
22.47,10.0,Support,F
21.89,10.0,Support,F
22.44,10.0,Support,F
22.7,10.0,Support,F
21.93,10.0,Support,F
21.73,10.0,Support,F
21.65,10.0,Support,F
22.19,10.0,Support,F
22.71,10.0,Support,F
20.88,10.0,Support,M
21.37,10.0,Support,F
19.42,10.0,Support,M
21.08,10.0,Support,F
19.88,10.0,Support,M
21.57,10.0,Support,F
21.47,10.0,Support,F
20.14,10.0,Support,F
20.24,10.0,Support,M
21.3,10.0,Support,M
21.89,10.0,Support,F
20.14,10.0,Support,M
23.83,10.0,Support,F
22.96,10.0,Support,F
20.96,10.0,Support,F
21.85,10.0,Support,F
22.02,10.0,Support,F
19.65,10.0,Support,M
21.93,10.0,Support,F
22.3,10.0,Support,F
20.04,10.0,Support,M
19.91,10.0,Support,F
21.67,10.0,Support,F
21.02,10.0,Support,M
22.52,10.0,Support,F
22.52,10.0,Support,F
20.84,10.0,Support,F
22.2,10.0,Support,F
19.33,10.0,Support,M
22.19,10.0,Support,F
19.23,10.0,Support,M
22.33,10.0,Support,F
19.94,10.0,Support,M
20.32,10.0,Support,F
21.5,10.0,Support,F
22.4,10.0,Support,F
21.9,10.0,Support,F
22.38,10.0,Support,F
19.65,10.0,Support,M
20.56,10.0,Support,F
22.93,10.0,Support,F
18.33,10.0,Support,M
20.55,10.0,Support,M
20.84,10.0,Support,M
21.09,10.0,Support,F
19.3,10.0,Support,M
19.26,10.0,Support,M
21.83,10.0,Support,F
20.81,10.0,Support,F
20.91,10.0,Support,F
22.44,10.0,Support,F
20.6,10.0,Support,F
22.49,10.0,Support,F
23.15,10.0,Support,F
22.81,10.0,Support,F
21.54,10.0,Support,F
21.17,10.0,Support,F
20.84,10.0,Support,F
19.93,10.0,Support,M
22.6,10.0,Support,F
22.78,10.0,Support,F
20.51,10.0,Support,M
20.7,10.0,Support,F
19.39,10.0,Support,M
22.74,10.0,Support,F
22.24,10.0,Support,F
21.59,10.0,Support,F
21.36,10.0,Support,F
21.98,10.0,Support,F
22.3,10.0,Support,F
18.25,10.0,Support,M
19.64,10.0,Support,M
21.91,10.0,Support,F
22.6,10.0,Support,F
21.96,10.0,Support,F
21.05,10.0,Support,F
23.22,10.0,Support,F
22.57,10.0,Support,F
20.73,10.0,Support,F
21.99,10.0,Support,F
20.97,10.0,Support,F
21.96,10.0,Support,F
20.27,10.0,Support,M
21.8,10.0,Support,F
20.49,10.0,Support,M
22.89,10.0,Support,F
23.34,10.0,Support,F
19.68,10.0,Support,M
20.9,10.0,Support,M
21.89,10.0,Support,F
19.19,10.0,Support,M
22.71,10.0,Support,F
22.36,10.0,Support,F
21.94,10.0,Support,F
21.51,10.0,Support,F
21.49,10.0,Support,F
22.67,10.0,Support,F
23.2,10.0,Support,F
21.53,10.0,Support,F
22.23,10.0,Support,F
21.72,10.0,Support,F
22.33,10.0,Support,F
21.94,10.0,Support,F
20.44,10.0,Support,M
23.37,10.0,Support,F
21.07,10.0,Support,F
20.71,10.0,Support,F
21.5,10.0,Support,F
19.62,10.0,Support,M
18.87,10.0,Support,M
23.04,10.0,Support,F
18.2,10.0,Support,M
22.5,10.0,Support,F
19.56,10.0,Support,M
22.06,10.0,Support,F
22.44,10.0,Support,F
19.13,10.0,Support,M
22.81,10.0,Support,F
19.91,10.0,Support,M
22.27,10.0,Support,F
22.94,10.0,Support,F
21.96,10.0,Support,F
20.69,10.0,Support,M
22.39,10.0,Support,F
22.46,10.0,Support,F
20.37,10.0,Support,M
20.7,10.0,Support,F
21.79,10.0,Support,F
20.81,10.0,Support,F
22.65,10.0,Support,F
23.4,10.0,Support,F
19.71,10.0,Support,M
21.78,10.0,Support,F
21.16,10.0,Support,F
23.19,10.0,Support,F
22.64,10.0,Support,F
21.36,10.0,Support,M
22.82,10.0,Support,F
21.98,10.0,Support,M
23.13,10.0,Support,F
23.63,10.0,Support,F
22.5,10.0,Support,F
21.8,10.0,Support,F
20.8,10.0,Support,M
21.89,10.0,Support,F
23.15,10.0,Support,F
21.33,10.0,Support,F
21.97,10.0,Support,F
22.51,10.0,Support,F
18.56,10.0,Support,M
19.73,10.0,Support,M
22.98,10.0,Support,F
22.9,10.0,Support,F
19.52,10.0,Support,M
22.58,10.0,Support,F
23.0,10.0,Support,F
18.43,10.0,Support,M
19.31,10.0,Support,M
21.95,10.0,Support,F
21.69,10.0,Support,M
22.43,10.0,Support,F
23.08,10.0,Support,F
19.78,10.0,Support,M
21.66,10.0,Support,F
20.95,10.0,Support,M
20.3,10.0,Support,F
22.17,10.0,Support,F
21.31,10.0,Support,F
22.39,10.0,Support,F
21.22,10.0,Support,F
22.07,10.0,Support,F
21.34,10.0,Support,F
21.37,10.0,Support,F
18.42,10.0,Support,M
21.84,10.0,Support,F
20.87,10.0,Support,F
21.93,10.0,Support,F
22.83,10.0,Support,F
22.73,10.0,Support,F
22.05,10.0,Support,F
21.05,10.0,Support,F
19.07,10.0,Support,M
20.18,10.0,Support,M
22.27,10.0,Support,F
22.46,10.0,Support,F
20.62,10.0,Support,M
21.41,10.0,Support,F
20.4,10.0,Support,F
19.75,10.0,Support,M
21.79,10.0,Support,F
20.78,10.0,Support,F
21.92,10.0,Support,F
21.62,10.0,Support,F
22.35,10.0,Support,F
21.75,10.0,Support,F
22.11,10.0,Support,F
21.86,10.0,Support,F
24.23,10.0,Support,F
22.82,10.0,Support,F
22.02,10.0,Support,F
22.76,10.0,Support,F
23.17,10.0,Support,F
23.72,10.0,Support,F
21.92,10.0,Support,F
21.77,10.0,Support,F
21.16,10.0,Support,F
20.82,10.0,Support,F
19.17,10.0,Support,M
22.38,10.0,Support,F
22.01,10.0,Support,F
20.5,10.0,Support,F
21.53,10.0,Support,F
23.02,10.0,Support,F
22.49,10.0,Support,F
21.82,10.0,Support,F
22.91,10.0,Support,F
18.64,10.0,Support,M
21.53,10.0,Support,F
23.29,10.0,Support,F
22.22,10.0,Support,F
20.0,10.0,Support,M
22.5,10.0,Support,F
22.67,10.0,Support,F
21.62,10.0,Support,F
21.78,10.0,Support,F
23.23,10.0,Support,F
21.68,10.0,Support,F
20.79,10.0,Support,M
22.44,10.0,Support,F
21.29,10.0,Support,F
22.02,10.0,Support,F
21.4,10.0,Support,F
21.05,10.0,Support,F
22.59,10.0,Support,F
21.1,10.0,Support,F
22.45,10.0,Support,F
20.93,10.0,Support,M
22.56,10.0,Support,F
19.53,10.0,Support,M
21.45,10.0,Support,F
23.11,10.0,Support,F
23.0,10.0,Support,F
21.72,10.0,Support,F
19.92,10.0,Support,M
23.42,10.0,Support,F
20.92,10.0,Support,F
20.28,10.0,Support,M
22.55,10.0,Support,F
22.84,10.0,Support,F
23.24,10.0,Support,F
19.83,10.0,Support,M
21.76,10.0,Support,F
21.22,10.0,Support,F
20.88,10.0,Support,M
19.5,10.0,Support,M
21.89,10.0,Support,F
21.41,10.0,Support,F
20.4,10.0,Support,M
20.24,10.0,Support,M
21.12,10.0,Support,F
23.09,10.0,Support,F
22.74,10.0,Support,F
22.1,10.0,Support,F
19.38,10.0,Support,M
21.52,10.0,Support,F
21.25,10.0,Support,M
20.98,10.0,Support,F
21.74,10.0,Support,F
21.2,10.0,Support,F
22.32,10.0,Support,F
20.21,10.0,Support,M
20.94,10.0,Support,F
23.04,10.0,Support,F
