Unnamed: 0,year,pay,department,gender
5483,1980,23.6,Sales,F
5484,1980,28.33,Sales,F
5485,1980,24.82,Sales,M
5486,1980,27.17,Sales,M
5487,1980,27.42,Sales,F
5488,1980,22.37,Sales,M
5489,1980,24.44,Sales,M
5490,1980,26.48,Sales,F
5491,1980,27.2,Sales,F
5492,1980,28.72,Sales,F
5493,1980,25.57,Sales,M
5494,1980,23.52,Sales,M
5495,1980,24.77,Sales,M
5496,1980,24.1,Sales,M
5497,1980,27.67,Sales,M
5498,1980,22.28,Sales,M
5499,1980,25.73,Sales,M
5500,1980,25.04,Sales,M
5501,1980,27.44,Sales,F
5502,1980,27.18,Sales,F
5503,1980,22.95,Sales,M
5504,1980,25.63,Sales,M
5505,1980,25.92,Sales,F
5506,1980,27.76,Sales,F
5507,1980,24.51,Sales,M
5508,1980,23.99,Sales,M
5509,1980,25.48,Sales,M
5510,1980,27.29,Sales,F
5511,1980,27.51,Sales,M
5512,1980,27.8,Sales,M
5513,1980,22.47,Sales,M
5514,1980,25.94,Sales,M
5515,1980,27.85,Sales,F
5516,1980,21.74,Sales,M
5517,1980,27.46,Sales,F
5518,1980,26.95,Sales,F
5519,1980,24.79,Sales,F
5520,1980,24.1,Sales,M
5521,1980,20.14,Sales,M
5522,1980,25.19,Sales,F
5523,1980,28.31,Sales,F
5524,1980,30.47,Sales,F
5525,1980,26.94,Sales,F
5526,1980,27.3,Sales,F
5527,1980,24.69,Sales,F
5528,1980,25.7,Sales,F
5529,1980,26.64,Sales,F
5530,1980,24.75,Sales,F
5531,1980,27.2,Sales,M
5532,1980,27.05,Sales,F
5533,1980,24.45,Sales,M
5534,1980,27.44,Sales,F
5535,1980,29.46,Sales,M
5536,1980,27.24,Sales,F
5537,1980,25.36,Sales,M
5538,1980,29.76,Sales,F
5539,1980,25.63,Sales,F
5540,1980,25.74,Sales,M
5541,1980,22.7,Sales,M
5542,1980,22.83,Sales,M
5543,1980,27.12,Sales,M
5544,1980,24.57,Sales,F
5545,1980,23.85,Sales,M
5546,1980,26.33,Sales,M
5547,1980,24.67,Sales,M
5548,1980,26.42,Sales,F
5549,1980,26.62,Sales,F
5550,1980,24.56,Sales,M
5551,1980,27.96,Sales,F
5552,1980,27.01,Sales,F
5553,1980,25.67,Sales,F
5554,1980,25.88,Sales,M
5555,1980,27.63,Sales,M
5556,1980,30.35,Sales,M
5557,1980,28.71,Sales,M
5558,1980,26.58,Sales,F
5559,1980,28.05,Sales,M
5560,1980,26.88,Sales,M
5561,1980,23.9,Sales,M
5562,1980,26.23,Sales,M
5563,1980,22.09,Sales,M
5564,1980,23.5,Sales,M
5565,1980,27.34,Sales,M
5566,1980,30.29,Sales,M
5567,1980,26.27,Sales,M
5568,1980,25.19,Sales,F
5569,1980,27.12,Sales,M
5570,1980,24.64,Sales,M
5571,1980,21.73,Sales,M
5572,1980,24.47,Sales,M
5573,1980,25.73,Sales,M
5574,1980,28.6,Sales,F
5575,1980,28.29,Sales,F
5576,1980,26.84,Sales,F
5577,1980,23.02,Sales,M
5578,1980,25.48,Sales,M
5579,1980,26.95,Sales,F
5580,1980,23.55,Sales,M
5581,1980,26.55,Sales,F
5582,1980,21.95,Sales,M
5583,1980,32.17,Sales,F
5584,1980,25.98,Sales,F
5585,1980,29.72,Sales,F
5586,1980,27.89,Sales,F
5587,1980,26.83,Sales,F
5588,1980,27.39,Sales,F
5589,1980,28.39,Sales,F
5590,1980,28.76,Sales,M
5591,1980,24.3,Sales,M
5592,1980,27.74,Sales,M
5593,1980,27.92,Sales,F
5594,1980,26.59,Sales,F
5595,1980,27.21,Sales,M
5596,1980,26.1,Sales,M
5597,1980,28.6,Sales,F
5598,1980,25.67,Sales,M
5599,1980,29.63,Sales,F
5600,1980,28.95,Sales,M
5601,1980,25.9,Sales,M
5602,1980,25.68,Sales,M
5603,1980,26.85,Sales,F
5604,1980,26.01,Sales,M
5605,1980,25.8,Sales,M
5606,1980,27.29,Sales,F
5607,1980,26.63,Sales,M
5608,1980,25.46,Sales,F
5609,1980,27.88,Sales,F
5610,1980,29.2,Sales,F
5611,1980,25.85,Sales,M
5612,1980,24.92,Sales,F
5613,1980,23.94,Sales,M
5614,1980,29.12,Sales,M
5615,1980,25.13,Sales,M
5616,1980,22.75,Sales,M
5617,1980,25.37,Sales,F
5618,1980,25.4,Sales,F
5619,1980,21.12,Sales,M
5620,1980,26.93,Sales,M
5621,1980,28.01,Sales,M
5622,1980,25.82,Sales,M
5623,1980,31.85,Sales,F
5624,1980,27.56,Sales,M
5625,1980,24.86,Sales,M
5626,1980,25.69,Sales,M
5627,1980,30.68,Sales,F
5628,1980,24.68,Sales,F
5629,1980,28.2,Sales,F
5630,1980,27.47,Sales,F
5631,1980,28.04,Sales,M
5632,1980,25.99,Sales,M
5633,1980,25.58,Sales,F
5634,1980,26.47,Sales,M
5635,1980,27.34,Sales,F
5636,1980,26.29,Sales,M
5637,1980,27.34,Sales,F
5638,1980,25.94,Sales,M
5639,1980,25.22,Sales,M
5640,1980,28.64,Sales,F
5641,1980,28.96,Sales,M
5642,1980,22.03,Sales,M
5643,1980,24.71,Sales,F
5644,1980,28.71,Sales,F
5645,1980,23.02,Sales,M
5646,1980,22.79,Sales,M
5647,1980,24.51,Sales,M
5648,1980,28.32,Sales,F
5649,1980,27.58,Sales,F
5650,1980,30.1,Sales,M
5651,1980,24.26,Sales,M
5652,1980,25.77,Sales,F
5653,1980,23.98,Sales,F
5654,1980,30.93,Sales,F
5655,1980,25.18,Sales,M
5656,1980,23.95,Sales,M
5657,1980,31.82,Sales,F
5658,1980,24.19,Sales,M
5659,1980,27.98,Sales,F
5660,1980,29.75,Sales,M
5661,1980,23.05,Sales,M
5662,1980,24.4,Sales,M
5663,1980,23.63,Sales,M
5664,1980,22.22,Sales,M
5665,1980,24.39,Sales,M
5666,1980,27.13,Sales,M
5667,1980,27.62,Sales,M
5668,1980,30.35,Sales,F
5669,1980,27.69,Sales,F
5670,1980,22.94,Sales,M
5671,1980,24.87,Sales,F
5672,1980,26.01,Sales,M
5673,1980,25.29,Sales,M
5674,1980,24.16,Sales,M
5675,1980,29.84,Sales,F
5676,1980,24.53,Sales,M
5677,1980,23.81,Sales,M
5678,1980,25.45,Sales,M
5679,1980,27.87,Sales,F
5680,1980,25.05,Sales,F
5681,1980,26.73,Sales,F
5682,1980,24.88,Sales,F
5683,1980,22.46,Sales,M
5684,1980,27.0,Sales,F
5685,1980,24.9,Sales,F
5686,1980,27.26,Sales,M
5687,1980,26.17,Sales,F
5688,1980,30.56,Sales,F
5689,1980,29.22,Sales,M
5690,1980,23.57,Sales,M
5691,1980,25.52,Sales,M
5692,1980,24.48,Sales,M
5693,1980,27.38,Sales,M
5694,1980,25.99,Sales,F
5695,1980,27.8,Sales,M
5696,1980,28.4,Sales,M
5697,1980,24.33,Sales,M
5698,1980,24.67,Sales,M
5699,1980,28.5,Sales,F
5700,1980,25.74,Sales,M
5701,1980,27.19,Sales,F
5702,1980,23.9,Sales,M
5703,1980,23.8,Sales,F
5704,1980,31.84,Sales,F
5705,1980,27.47,Sales,F
5706,1980,25.95,Sales,M
5707,1980,25.47,Sales,M
5708,1980,29.09,Sales,F
5709,1980,25.12,Sales,F
5710,1980,26.36,Sales,M
5711,1980,26.07,Sales,M
5712,1980,22.33,Sales,F
5713,1980,26.55,Sales,F
5714,1980,23.07,Sales,M
5715,1980,27.76,Sales,F
5716,1980,26.65,Sales,M
5717,1980,23.48,Sales,M
5718,1980,24.5,Sales,M
5719,1980,27.82,Sales,M
5720,1980,24.79,Sales,F
5721,1980,24.92,Sales,M
5722,1980,24.7,Sales,M
5723,1980,24.01,Sales,F
5724,1980,26.85,Sales,M
5725,1980,29.35,Sales,M
5726,1980,30.94,Sales,F
5727,1980,25.94,Sales,M
5728,1980,24.46,Sales,M
5729,1980,27.99,Sales,M
5730,1980,28.29,Sales,F
5731,1980,27.33,Sales,F
5732,1980,26.81,Sales,F
5733,1980,25.64,Sales,M
5734,1980,30.38,Sales,F
5735,1980,28.59,Sales,F
5736,1980,23.96,Sales,F
5737,1980,27.72,Sales,M
5738,1980,28.04,Sales,F
5739,1980,27.08,Sales,M
5740,1980,26.73,Sales,F
5741,1980,23.57,Sales,M
5742,1980,27.69,Sales,F
5743,1980,25.54,Sales,F
5744,1980,27.1,Sales,M
5745,1980,24.16,Sales,M
5746,1980,26.18,Sales,F
5747,1980,24.84,Sales,M
5748,1980,27.1,Sales,F
5749,1980,24.49,Sales,M
5750,1980,28.83,Sales,M
5751,1980,27.31,Sales,F
5752,1980,26.51,Sales,M
5753,1980,27.4,Sales,M
5754,1980,24.54,Sales,M
5755,1980,21.7,Sales,M
5756,1980,25.77,Sales,M
5757,1980,29.52,Sales,F
5758,1980,29.81,Sales,M
5759,1980,26.97,Sales,F
5760,1980,28.07,Sales,F
5761,1980,23.74,Sales,F
5762,1980,30.05,Sales,F
5763,1980,26.36,Sales,F
5764,1980,23.97,Sales,F
5765,1980,28.94,Sales,F
5766,1980,25.12,Sales,F
5767,1980,23.93,Sales,M
5768,1980,26.37,Sales,M
5769,1980,28.15,Sales,F
5770,1980,27.45,Sales,M
5771,1980,27.39,Sales,F
5772,1980,29.58,Sales,F
5773,1980,22.86,Sales,M
5774,1980,31.63,Sales,F
5775,1980,26.16,Sales,F
5776,1980,26.88,Sales,F
5777,1980,29.75,Sales,F
5778,1980,27.59,Sales,F
5779,1980,24.88,Sales,M
5780,1980,26.91,Sales,M
5781,1980,21.97,Sales,M
5782,1980,28.06,Sales,F
5783,1980,27.08,Sales,F
5784,1980,28.81,Sales,F
5785,1980,24.94,Sales,M
5786,1980,28.97,Sales,F
5787,1980,30.77,Sales,F
5788,1980,24.75,Sales,M
5789,1980,26.95,Sales,F
5790,1980,27.04,Sales,M
5791,1980,24.86,Sales,F
5792,1980,25.79,Sales,F
5793,1980,24.2,Sales,F
5794,1980,26.79,Sales,F
5795,1980,28.62,Sales,M
5796,1980,29.12,Sales,F
5797,1980,26.38,Sales,F
5798,1980,23.35,Sales,M
5799,1980,25.85,Sales,F
5800,1980,25.76,Sales,M
5801,1980,26.84,Sales,M
5802,1980,25.56,Sales,F
5803,1980,23.31,Sales,M
5804,1980,29.01,Sales,M
5805,1980,26.95,Sales,F
5806,1980,26.34,Sales,M
5807,1980,27.05,Sales,F
5808,1980,28.95,Sales,F
5809,1980,25.15,Sales,M
5810,1980,27.11,Sales,M
5811,1980,23.78,Sales,F
5812,1980,27.78,Sales,F
5813,1980,26.64,Sales,M
5814,1980,24.61,Sales,M
5815,1980,26.04,Sales,M
5816,1980,25.88,Sales,F
5817,1980,26.46,Sales,M
5818,1980,26.28,Sales,M
5819,1980,24.12,Sales,M
5820,1980,26.7,Sales,M
5821,1980,25.3,Sales,M
5822,1980,20.47,Sales,M
5823,1980,28.12,Sales,F
5824,1980,28.63,Sales,F
5825,1980,19.68,Sales,M
5826,1980,26.57,Sales,F
5827,1980,26.6,Sales,F
5828,1980,27.74,Sales,M
5829,1980,19.8,Sales,M
5830,1980,26.49,Sales,M
5831,1980,23.0,Sales,M
5832,1980,23.92,Sales,M
5833,1980,25.73,Sales,M
5834,1980,24.13,Sales,F
5835,1980,25.61,Sales,F
5836,1980,25.54,Sales,F
5837,1980,22.47,Sales,M
5838,1980,26.0,Sales,F
5839,1980,26.85,Sales,M
5840,1980,28.3,Sales,F
5841,1980,27.26,Sales,F
5842,1980,26.22,Sales,F
5843,1980,28.99,Sales,M
5844,1980,29.04,Sales,F
5845,1980,26.68,Sales,F
5846,1980,29.1,Sales,M
5847,1980,31.26,Sales,F
5848,1980,25.89,Sales,M
5849,1980,30.22,Sales,F
5850,1980,21.52,Sales,M
5851,1980,23.3,Sales,F
5852,1980,27.62,Sales,M
5853,1980,26.15,Sales,F
5854,1980,28.33,Sales,F
5855,1980,22.74,Sales,M
5856,1980,29.47,Sales,F
5857,1980,26.01,Sales,M
5858,1980,23.11,Sales,M
5859,1980,24.61,Sales,F
5860,1980,27.38,Sales,M
5861,1980,22.02,Sales,F
5862,1980,23.6,Sales,M
5863,1980,23.67,Sales,M
5864,1980,26.72,Sales,F
5865,1980,28.05,Sales,F
5866,1980,26.99,Sales,F
5867,1980,26.4,Sales,M
5868,1980,26.19,Sales,M
5869,1980,24.69,Sales,M
5870,1980,27.02,Sales,M
5871,1980,26.8,Sales,M
5872,1980,24.5,Sales,F
5873,1980,23.14,Sales,M
5874,1980,24.89,Sales,M
5875,1980,26.72,Sales,M
5876,1980,24.15,Sales,M
5877,1980,25.13,Sales,M
5878,1980,28.7,Sales,F
5879,1980,27.24,Sales,M
5880,1980,22.9,Sales,F
5881,1980,50.43,Management,F
5882,1980,49.38,Management,M
5883,1980,46.9,Management,M
5884,1980,49.0,Management,M
5885,1980,41.91,Management,M
5886,1980,46.4,Management,M
5887,1980,45.61,Management,M
5888,1980,43.56,Management,M
5889,1980,48.69,Management,M
5890,1980,46.45,Management,M
5891,1980,46.3,Management,F
5892,1980,45.33,Management,M
5893,1980,46.79,Management,M
5894,1980,45.28,Management,M
5895,1980,43.31,Management,M
5896,1980,45.46,Management,M
5897,1980,45.14,Management,M
5898,1980,44.65,Management,M
5899,1980,46.67,Management,M
5900,1980,51.09,Management,M
5901,1980,47.48,Management,F
5902,1980,51.41,Management,F
5903,1980,44.33,Management,M
5904,1980,46.86,Management,M
5905,1980,46.83,Management,F
5906,1980,51.14,Management,M
5907,1980,44.94,Management,M
5908,1980,49.02,Management,F
5909,1980,49.13,Management,F
5910,1980,46.26,Management,M
5911,1980,49.48,Management,M
5912,1980,48.55,Management,M
5913,1980,51.05,Management,M
5914,1980,50.42,Management,M
5915,1980,47.81,Management,M
5916,1980,47.58,Management,F
5917,1980,51.76,Management,F
5918,1980,45.6,Management,M
5919,1980,50.55,Management,M
5920,1980,49.09,Management,F
5921,1980,48.75,Management,F
5922,1980,50.59,Management,F
5923,1980,44.16,Management,M
5924,1980,47.48,Management,M
5925,1980,48.38,Management,F
5926,1980,49.62,Management,M
5927,1980,48.76,Management,M
5928,1980,51.14,Management,F
5929,1980,47.35,Management,M
5930,1980,51.14,Management,F
5931,1980,49.83,Management,M
5932,1980,49.36,Management,F
5933,1980,45.67,Management,M
5934,1980,45.49,Management,M
5935,1980,48.58,Management,M
5936,1980,48.12,Management,F
5937,1980,46.65,Management,F
5938,1980,49.95,Management,F
5939,1980,47.23,Management,F
5940,1980,46.29,Management,M
5941,1980,46.27,Management,M
5942,1980,47.11,Management,M
5943,1980,48.69,Management,F
5944,1980,47.17,Management,M
5945,1980,50.82,Management,M
5946,1980,47.49,Management,M
5947,1980,47.09,Management,M
5948,1980,49.98,Management,M
5949,1980,48.21,Management,F
5950,1980,47.77,Management,M
5951,1980,45.43,Management,M
5952,1980,47.49,Management,M
5953,1980,47.71,Management,M
5954,1980,47.77,Management,M
5955,1980,47.85,Management,M
5956,1980,45.53,Management,M
5957,1980,46.62,Management,M
5958,1980,44.09,Management,F
5959,1980,47.56,Management,F
5960,1980,47.48,Management,F
5961,1980,52.92,Management,M
5962,1980,47.66,Management,M
5963,1980,47.62,Management,M
5964,1980,45.66,Management,F
5965,1980,44.67,Management,M
5966,1980,47.84,Management,M
5967,1980,46.85,Management,M
5968,1980,45.9,Management,F
5969,1980,45.69,Management,M
5970,1980,46.12,Management,M
5971,1980,45.45,Management,F
5972,1980,46.37,Management,M
5973,1980,48.87,Management,M
5974,1980,51.35,Management,F
5975,1980,46.79,Management,M
5976,1980,50.27,Management,M
5977,1980,48.92,Management,M
5978,1980,47.36,Management,M
5979,1980,45.87,Management,M
5980,1980,47.85,Management,M
5981,1980,48.05,Management,F
5982,1980,48.15,Management,M
5983,1980,46.25,Management,M
5984,1980,48.09,Management,M
5985,1980,46.77,Management,M
5986,1980,46.75,Management,M
5987,1980,45.29,Management,M
5988,1980,45.79,Management,M
5989,1980,46.44,Management,M
5990,1980,44.92,Management,M
5991,1980,43.74,Management,M
5992,1980,51.65,Management,F
5993,1980,48.26,Management,M
5994,1980,45.44,Management,M
5995,1980,47.33,Management,M
5996,1980,44.65,Management,M
5997,1980,49.61,Management,M
5998,1980,45.17,Management,M
5999,1980,47.36,Management,M
6000,1980,45.62,Management,M
6001,1980,47.94,Management,F
6002,1980,51.48,Management,F
6003,1980,49.5,Management,F
6004,1980,48.24,Management,M
6005,1980,48.59,Management,F
6006,1980,44.23,Management,M
6007,1980,44.71,Management,M
6008,1980,47.13,Management,M
6009,1980,48.87,Management,M
6010,1980,46.71,Management,M
6011,1980,46.25,Management,F
6012,1980,50.47,Management,F
6013,1980,47.99,Management,M
6014,1980,46.47,Management,M
6015,1980,50.0,Management,F
6016,1980,45.27,Management,M
6017,1980,48.21,Management,M
6018,1980,44.1,Management,M
6019,1980,49.23,Management,F
6020,1980,48.56,Management,F
6021,1980,44.12,Management,M
6022,1980,44.67,Management,M
6023,1980,49.9,Management,F
6024,1980,47.05,Management,F
6025,1980,47.15,Management,M
6026,1980,47.18,Management,M
6027,1980,52.94,Management,M
6028,1980,50.84,Management,F
6029,1980,45.97,Management,M
6030,1980,48.92,Management,F
6031,1980,52.79,Management,F
6032,1980,48.69,Management,M
6033,1980,48.09,Management,M
6034,1980,47.65,Management,F
6035,1980,48.46,Management,M
6036,1980,51.23,Management,F
6037,1980,49.29,Management,F
6038,1980,49.15,Management,M
6039,1980,46.64,Management,M
6040,1980,49.09,Management,M
6041,1980,49.25,Management,F
6042,1980,45.88,Management,M
6043,1980,49.15,Management,F
6044,1980,47.64,Management,M
6045,1980,46.58,Management,M
6046,1980,51.28,Management,F
6047,1980,49.99,Management,M
6048,1980,52.21,Management,M
6049,1980,45.05,Management,M
6050,1980,49.35,Management,M
6051,1980,48.34,Management,M
6052,1980,49.03,Management,F
6053,1980,48.97,Management,F
6054,1980,49.39,Management,F
6055,1980,50.96,Management,M
6056,1980,46.99,Management,M
6057,1980,45.32,Management,F
6058,1980,48.0,Management,M
6059,1980,47.55,Management,F
6060,1980,47.8,Management,M
6061,1980,47.81,Management,M
6062,1980,45.19,Management,M
6063,1980,46.7,Management,M
6064,1980,46.48,Management,M
6065,1980,53.68,Management,F
6066,1980,46.92,Management,M
6067,1980,48.17,Management,F
6068,1980,47.07,Management,M
6069,1980,50.46,Management,F
6070,1980,51.94,Management,F
6071,1980,49.6,Management,F
6072,1980,47.26,Management,F
6073,1980,49.96,Management,F
6074,1980,47.29,Management,M
6075,1980,44.24,Management,M
6076,1980,45.11,Management,M
6077,1980,46.47,Management,M
6078,1980,48.31,Management,M
6079,1980,44.23,Management,M
6080,1980,47.97,Management,M
6081,1980,45.94,Management,F
6082,1980,50.95,Management,F
6083,1980,43.33,Management,M
6084,1980,47.17,Management,F
6085,1980,52.08,Management,F
6086,1980,48.11,Management,F
6087,1980,48.68,Management,M
6088,1980,49.62,Management,F
6089,1980,50.04,Management,M
6090,1980,48.0,Management,M
6091,1980,50.3,Management,F
6092,1980,43.71,Management,M
6093,1980,48.54,Management,F
6094,1980,43.52,Management,M
6095,1980,47.47,Management,M
6096,1980,48.38,Management,M
6097,1980,45.16,Management,M
6098,1980,47.1,Management,M
6099,1980,45.3,Management,F
6100,1980,47.59,Management,M
6101,1980,45.8,Management,M
6102,1980,51.43,Management,F
6103,1980,47.61,Management,F
6104,1980,50.4,Management,F
6105,1980,49.78,Management,M
6106,1980,48.25,Management,M
6107,1980,45.52,Management,M
6108,1980,45.82,Management,M
6109,1980,44.21,Management,M
6110,1980,43.5,Management,M
6111,1980,49.08,Management,F
6112,1980,46.77,Management,M
6113,1980,46.65,Management,F
6114,1980,49.97,Management,F
6115,1980,45.83,Management,M
6116,1980,39.81,Management,M
6117,1980,50.0,Management,F
6118,1980,50.98,Management,F
6119,1980,44.82,Management,M
6120,1980,49.77,Management,F
6121,1980,45.56,Management,F
6122,1980,43.64,Management,M
6123,1980,49.15,Management,M
6124,1980,49.55,Management,M
6125,1980,47.64,Management,M
6126,1980,48.92,Management,M
6127,1980,46.99,Management,M
6128,1980,48.32,Management,F
6129,1980,48.85,Management,F
6130,1980,47.95,Management,M
6131,1980,51.52,Management,F
6132,1980,44.5,Management,M
6133,1980,47.17,Management,M
6134,1980,47.42,Management,M
6135,1980,47.64,Management,M
6136,1980,46.39,Management,F
6137,1980,48.71,Management,F
6138,1980,47.74,Management,M
6139,1980,46.85,Management,M
6140,1980,47.19,Management,F
6141,1980,50.6,Management,F
6142,1980,47.83,Management,F
6143,1980,46.72,Management,M
6144,1980,47.67,Management,M
6145,1980,48.63,Management,M
6146,1980,48.31,Management,M
6147,1980,51.26,Management,M
6148,1980,47.6,Management,M
6149,1980,47.12,Management,M
6150,1980,50.12,Management,M
6151,1980,46.43,Management,M
6152,1980,43.21,Management,M
6153,1980,47.86,Management,F
6154,1980,46.3,Management,M
6155,1980,44.14,Management,M
6156,1980,44.88,Management,M
6157,1980,47.67,Management,F
6158,1980,46.67,Management,M
6159,1980,49.46,Management,M
6160,1980,46.91,Management,M
6161,1980,46.54,Management,M
6162,1980,44.84,Management,M
6163,1980,47.21,Management,M
6164,1980,45.66,Management,M
6165,1980,47.64,Management,M
6166,1980,47.68,Management,M
6167,1980,47.83,Management,M
6168,1980,46.43,Management,M
6169,1980,51.16,Management,F
6170,1980,52.58,Management,F
6171,1980,50.67,Management,F
6172,1980,47.5,Management,M
6173,1980,48.22,Management,F
6174,1980,48.69,Management,M
6175,1980,44.96,Management,M
6176,1980,46.78,Management,M
6177,1980,50.12,Management,M
6178,1980,48.01,Management,M
6179,1980,46.42,Management,M
6180,1980,48.19,Management,M
6181,1980,47.77,Management,F
6182,1980,43.78,Management,M
6183,1980,46.7,Management,M
6184,1980,47.14,Management,F
6185,1980,46.89,Management,M
6186,1980,45.55,Management,M
6187,1980,46.15,Management,F
6188,1980,45.35,Management,M
6189,1980,46.84,Management,M
6190,1980,47.68,Management,F
6191,1980,43.96,Management,M
6192,1980,44.87,Management,M
6193,1980,46.39,Management,F
6194,1980,46.42,Management,M
6195,1980,45.06,Management,M
6196,1980,45.45,Management,M
6197,1980,47.13,Management,F
6198,1980,45.48,Management,M
6199,1980,46.01,Management,M
6200,1980,49.34,Management,M
6201,1980,50.19,Management,F
6202,1980,47.27,Management,M
6203,1980,47.12,Management,F
6204,1980,46.25,Management,M
6205,1980,47.01,Management,F
6206,1980,47.95,Management,M
6207,1980,47.81,Management,M
6208,1980,48.5,Management,F
6209,1980,50.24,Management,F
6210,1980,46.17,Management,M
6211,1980,43.43,Management,M
6212,1980,50.76,Management,F
6213,1980,43.21,Management,M
6214,1980,48.69,Management,M
6215,1980,46.03,Management,M
6216,1980,49.4,Management,M
6217,1980,50.0,Management,M
6218,1980,44.99,Management,M
6219,1980,46.84,Management,F
6220,1980,49.17,Management,F
6221,1980,48.47,Management,F
6222,1980,49.64,Management,F
6223,1980,49.96,Management,F
6224,1980,46.45,Management,M
6225,1980,48.38,Management,M
6226,1980,47.15,Management,M
6227,1980,42.56,Management,M
6228,1980,50.6,Management,M
6229,1980,46.78,Management,M
6230,1980,50.91,Management,F
6231,1980,48.92,Management,M
6232,1980,51.18,Management,F
6233,1980,48.19,Management,M
6234,1980,44.36,Management,F
6235,1980,46.49,Management,M
6236,1980,45.25,Management,M
6237,1980,48.94,Management,M
6238,1980,45.46,Management,M
6239,1980,51.22,Management,M
6240,1980,45.2,Management,M
6241,1980,48.67,Management,M
6242,1980,49.87,Management,M
6243,1980,45.7,Management,M
6244,1980,50.47,Management,M
6245,1980,46.06,Management,M
6246,1980,44.94,Management,M
6247,1980,45.31,Management,M
6248,1980,49.94,Management,F
6249,1980,48.99,Management,F
6250,1980,48.12,Management,M
6251,1980,44.21,Management,M
6252,1980,44.19,Management,F
6253,1980,49.65,Management,F
6254,1980,45.65,Management,F
6255,1980,49.96,Management,M
6256,1980,47.07,Management,F
6257,1980,49.17,Management,F
6258,1980,47.41,Management,M
6259,1980,44.89,Management,F
6260,1980,51.72,Management,F
6261,1980,46.23,Management,M
6262,1980,45.34,Management,M
6263,1980,49.5,Management,F
6264,1980,47.86,Management,M
6265,1980,48.06,Management,F
6266,1980,47.49,Management,M
6267,1980,48.27,Management,M
6268,1980,46.22,Management,F
6269,1980,48.56,Management,M
6270,1980,47.58,Management,M
6271,1980,47.42,Management,F
6272,1980,47.15,Management,M
6273,1980,48.12,Management,M
6274,1980,51.84,Management,M
6275,1980,46.15,Management,M
6276,1980,47.22,Management,F
6277,1980,47.2,Management,F
6278,1980,48.67,Management,M
6279,1980,46.67,Management,M
6280,1980,48.98,Management,F
6281,1980,49.54,Management,F
6282,1980,47.75,Management,M
6283,1980,44.54,Management,M
6284,1980,46.6,Management,M
6285,1980,52.45,Management,F
6286,1980,47.2,Management,M
6287,1980,43.58,Management,M
6288,1980,47.89,Management,M
6289,1980,48.43,Management,F
6290,1980,45.56,Management,M
6291,1980,41.61,Management,M
6292,1980,47.55,Management,F
6293,1980,44.97,Management,M
6294,1980,44.51,Management,M
6295,1980,52.14,Management,F
6296,1980,48.81,Management,F
6297,1980,48.36,Management,M
6298,1980,53.83,Management,F
6299,1980,48.38,Management,M
6300,1980,48.2,Management,M
6301,1980,47.2,Management,M
6302,1980,47.62,Management,M
6303,1980,44.84,Management,M
6304,1980,49.37,Management,F
6305,1980,47.56,Management,M
6306,1980,44.6,Management,M
6307,1980,44.94,Management,M
6308,1980,32.33,R&D,M
6309,1980,35.4,R&D,M
6310,1980,29.82,R&D,M
6311,1980,32.65,R&D,F
6312,1980,34.77,R&D,M
6313,1980,28.98,R&D,M
6314,1980,36.63,R&D,F
6315,1980,37.17,R&D,M
6316,1980,35.07,R&D,F
6317,1980,36.29,R&D,F
6318,1980,33.93,R&D,F
6319,1980,36.0,R&D,M
6320,1980,35.91,R&D,M
6321,1980,36.51,R&D,F
6322,1980,34.63,R&D,M
6323,1980,31.91,R&D,M
6324,1980,32.9,R&D,M
6325,1980,33.23,R&D,M
6326,1980,34.38,R&D,M
6327,1980,32.58,R&D,M
6328,1980,31.85,R&D,M
6329,1980,36.39,R&D,M
6330,1980,38.98,R&D,M
6331,1980,34.0,R&D,M
6332,1980,34.72,R&D,M
6333,1980,33.09,R&D,F
6334,1980,36.63,R&D,M
6335,1980,33.95,R&D,M
6336,1980,30.76,R&D,M
6337,1980,33.99,R&D,M
6338,1980,33.93,R&D,M
6339,1980,32.62,R&D,M
6340,1980,34.53,R&D,M
6341,1980,35.81,R&D,F
6342,1980,29.92,R&D,M
6343,1980,30.83,R&D,M
6344,1980,28.33,R&D,M
6345,1980,34.64,R&D,F
6346,1980,37.3,R&D,M
6347,1980,33.95,R&D,M
6348,1980,34.37,R&D,M
6349,1980,31.57,R&D,M
6350,1980,32.74,R&D,M
6351,1980,32.99,R&D,M
6352,1980,33.64,R&D,M
6353,1980,32.88,R&D,M
6354,1980,29.82,R&D,M
6355,1980,33.35,R&D,M
6356,1980,36.75,R&D,M
6357,1980,32.14,R&D,M
6358,1980,35.2,R&D,M
6359,1980,31.51,R&D,M
6360,1980,31.81,R&D,M
6361,1980,34.41,R&D,M
6362,1980,32.33,R&D,M
6363,1980,34.49,R&D,M
6364,1980,33.75,R&D,M
6365,1980,34.02,R&D,M
6366,1980,30.86,R&D,M
6367,1980,35.18,R&D,M
6368,1980,33.61,R&D,M
6369,1980,35.43,R&D,M
6370,1980,30.4,R&D,F
6371,1980,30.74,R&D,M
6372,1980,35.5,R&D,M
6373,1980,32.83,R&D,M
6374,1980,35.32,R&D,M
6375,1980,31.73,R&D,M
6376,1980,32.76,R&D,M
6377,1980,35.6,R&D,M
6378,1980,32.75,R&D,F
6379,1980,34.37,R&D,F
6380,1980,34.4,R&D,F
6381,1980,31.12,R&D,M
6382,1980,34.17,R&D,M
