exporter,importer,sector,industry,year,trade
MEX,USA,3,41,2011,218.341483
MEX,CAN,3,41,2012,1.6855220000000002
USA,CAN,3,41,2012,990.065383
CAN,MEX,3,41,2012,20.386342000000003
USA,MEX,3,41,2012,404.215544
CAN,USA,3,41,2012,1006.9925470000001
MEX,USA,3,41,2012,191.535195
MEX,CAN,3,41,2013,1.355293
USA,CAN,3,41,2013,1019.5919060000001
CAN,MEX,3,41,2013,22.798528
USA,MEX,3,41,2013,420.81020099999995
CAN,USA,3,41,2013,1076.810564
MEX,USA,3,41,2013,196.85958
MEX,CAN,3,41,2014,3.385077
USA,CAN,3,41,2014,1022.997775
CAN,MEX,3,41,2014,25.655708999999998
USA,MEX,3,41,2014,363.856678
CAN,USA,3,41,2014,1125.888982
MEX,USA,3,41,2014,198.38908899999998
MEX,CAN,3,41,2015,7.52677
USA,CAN,3,41,2015,1032.668875
CAN,MEX,3,41,2015,27.66348
USA,MEX,3,41,2015,427.739571
CAN,USA,3,41,2015,1079.375631
MEX,USA,3,41,2015,210.14501600000003
MEX,CAN,3,41,2016,31.986612
USA,CAN,3,41,2016,964.664593
CAN,MEX,3,41,2016,24.053727
USA,MEX,3,41,2016,413.223471
CAN,USA,3,41,2016,1028.235126
MEX,USA,3,41,2016,231.75597599999998
MEX,CAN,3,41,2017,36.286972999999996
USA,CAN,3,41,2017,950.1636599999999
CAN,MEX,3,41,2017,24.505855
USA,MEX,3,41,2017,417.926866
CAN,USA,3,41,2017,993.8155609999999
MEX,USA,3,41,2017,212.719185
MEX,CAN,3,41,2018,30.311707000000002
USA,CAN,3,41,2018,989.073883
CAN,MEX,3,41,2018,28.494546999999997
USA,MEX,3,41,2018,401.73477599999995
CAN,USA,3,41,2018,1083.172055
MEX,USA,3,41,2018,240.626212
MEX,CAN,3,41,2019,15.859599
USA,CAN,3,41,2019,1048.135581
CAN,MEX,3,41,2019,24.814662
USA,MEX,3,41,2019,350.499183
CAN,USA,3,41,2019,1141.424167
MEX,USA,3,41,2019,286.355758
CAN,CAN,3,41,2010,1820.8326399999999
CAN,CAN,3,41,2011,1920.141952
CAN,CAN,3,41,2012,2180.696064
CAN,CAN,3,41,2013,1549.060992
CAN,CAN,3,41,2014,1481.1016960000002
CAN,CAN,3,41,2015,862.067776
CAN,CAN,3,41,2016,829.279936
CAN,CAN,3,41,2017,957.05984
CAN,CAN,3,41,2018,912.438912
CAN,CAN,3,41,2019,1058.96992
MEX,MEX,3,41,2010,3021.551104
MEX,MEX,3,41,2011,3584.321792
MEX,MEX,3,41,2012,3953.349888
MEX,MEX,3,41,2013,4168.677888
MEX,MEX,3,41,2014,3885.284352
MEX,MEX,3,41,2015,3198.191616
MEX,MEX,3,41,2016,2867.8993920000003
MEX,MEX,3,41,2017,3044.591616
MEX,MEX,3,41,2018,3031.348224
MEX,MEX,3,41,2019,3240.969984
USA,USA,3,41,2010,24543.803391999998
USA,USA,3,41,2011,27789.756416000004
USA,USA,3,41,2012,27855.558656
USA,USA,3,41,2013,28565.022719999997
USA,USA,3,41,2014,27840.03072
USA,USA,3,41,2015,25719.508992
USA,USA,3,41,2016,23865.28256
USA,USA,3,41,2017,23137.335296
USA,USA,3,41,2018,24378.5728
USA,USA,3,41,2019,25114.236928
MEX,CAN,3,42,2010,2.395674
USA,CAN,3,42,2010,245.45210299999997
CAN,MEX,3,42,2010,6.603238
USA,MEX,3,42,2010,595.540618
CAN,USA,3,42,2010,153.792792
MEX,USA,3,42,2010,47.232824
MEX,CAN,3,42,2011,2.775702
USA,CAN,3,42,2011,270.3651
CAN,MEX,3,42,2011,13.287447
USA,MEX,3,42,2011,777.896458
CAN,USA,3,42,2011,178.799237
MEX,USA,3,42,2011,54.081393999999996
MEX,CAN,3,42,2012,5.071636
USA,CAN,3,42,2012,354.333792
CAN,MEX,3,42,2012,12.259298
USA,MEX,3,42,2012,943.215109
CAN,USA,3,42,2012,210.555335
MEX,USA,3,42,2012,62.306883
MEX,CAN,3,42,2013,6.07353
USA,CAN,3,42,2013,360.53047599999996
CAN,MEX,3,42,2013,9.523762
USA,MEX,3,42,2013,825.0359139999999
CAN,USA,3,42,2013,214.90718999999999
MEX,USA,3,42,2013,86.17481
MEX,CAN,3,42,2014,7.123961
USA,CAN,3,42,2014,338.98385
USA,MEX,3,42,2014,668.911325
CAN,USA,3,42,2014,183.875764
MEX,USA,3,42,2014,108.43463899999999
MEX,CAN,3,42,2015,6.207738
USA,CAN,3,42,2015,320.659634
CAN,MEX,3,42,2015,2.9605099999999998
USA,MEX,3,42,2015,659.192359
CAN,USA,3,42,2015,195.303045
MEX,USA,3,42,2015,80.86778699999999
MEX,CAN,3,42,2016,6.278886
USA,CAN,3,42,2016,333.712677
CAN,MEX,3,42,2016,0.170748
USA,MEX,3,42,2016,668.052367
CAN,USA,3,42,2016,200.874547
MEX,USA,3,42,2016,97.03162900000001
MEX,CAN,3,42,2017,6.348915
USA,CAN,3,42,2017,316.466114
CAN,MEX,3,42,2017,0.0021969999999999997
USA,MEX,3,42,2017,728.121409
CAN,USA,3,42,2017,174.247166
MEX,USA,3,42,2017,103.875688
MEX,CAN,3,42,2018,7.613627
USA,CAN,3,42,2018,320.943217
CAN,MEX,3,42,2018,2.6449700000000003
USA,MEX,3,42,2018,700.808862
CAN,USA,3,42,2018,179.417442
MEX,USA,3,42,2018,107.86203400000001
MEX,CAN,3,42,2019,7.005657000000001
USA,CAN,3,42,2019,308.816704
CAN,MEX,3,42,2019,0.36432800000000004
USA,MEX,3,42,2019,692.908437
CAN,USA,3,42,2019,196.28266499999998
MEX,USA,3,42,2019,99.558178
CAN,MEX,3,42,2014,3.816736
MEX,MEX,3,42,2010,1062.309248
MEX,MEX,3,42,2011,1187.533312
MEX,MEX,3,42,2012,1234.996224
MEX,MEX,3,42,2013,1314.0673279999999
MEX,MEX,3,42,2014,1200.284032
MEX,MEX,3,42,2015,1169.6019199999998
MEX,MEX,3,42,2016,1142.6647039999998
MEX,MEX,3,42,2017,1100.990976
MEX,MEX,3,42,2018,1201.3836800000001
MEX,MEX,3,42,2019,1262.6603519999999
USA,USA,3,42,2010,11546.678272
USA,USA,3,42,2011,10937.848832
USA,USA,3,42,2012,9999.598592
USA,USA,3,42,2013,10987.860992
USA,USA,3,42,2014,9020.345344
USA,USA,3,42,2015,8115.55328
USA,USA,3,42,2016,7818.614784
USA,USA,3,42,2017,7297.5063040000005
USA,USA,3,42,2018,7923.21792
USA,USA,3,42,2019,7831.665152
MEX,CAN,3,43,2010,0.078042
USA,CAN,3,43,2010,621.670207
CAN,MEX,3,43,2010,4.632726
USA,MEX,3,43,2010,180.65141599999998
CAN,USA,3,43,2010,247.996736
MEX,USA,3,43,2010,7.7870610000000005
MEX,CAN,3,43,2011,1.360027
USA,CAN,3,43,2011,704.163079
CAN,MEX,3,43,2011,8.860324
USA,MEX,3,43,2011,193.715421
CAN,USA,3,43,2011,305.585021
MEX,USA,3,43,2011,9.504643
MEX,CAN,3,43,2012,0.6522640000000001
USA,CAN,3,43,2012,753.058543
CAN,MEX,3,43,2012,13.602155999999999
USA,MEX,3,43,2012,196.066728
CAN,USA,3,43,2012,354.414394
MEX,USA,3,43,2012,14.579046
MEX,CAN,3,43,2013,0.576801
USA,CAN,3,43,2013,805.254124
CAN,MEX,3,43,2013,26.826659000000003
USA,MEX,3,43,2013,209.542466
CAN,USA,3,43,2013,399.13077599999997
MEX,USA,3,43,2013,11.902155
MEX,CAN,3,43,2014,0.540846
USA,CAN,3,43,2014,816.35853
CAN,MEX,3,43,2014,22.104495999999997
USA,MEX,3,43,2014,199.637554
CAN,USA,3,43,2014,436.052804
MEX,USA,3,43,2014,9.679125
MEX,CAN,3,43,2015,1.603949
USA,CAN,3,43,2015,790.177672
CAN,MEX,3,43,2015,20.828818
USA,MEX,3,43,2015,180.932065
CAN,USA,3,43,2015,478.931176
MEX,USA,3,43,2015,12.362701
MEX,CAN,3,43,2016,3.195605
USA,CAN,3,43,2016,782.77818
CAN,MEX,3,43,2016,22.782048
USA,MEX,3,43,2016,179.861314
CAN,USA,3,43,2016,439.851398
MEX,USA,3,43,2016,17.190042000000002
MEX,CAN,3,43,2017,2.309484
USA,CAN,3,43,2017,826.491132
CAN,MEX,3,43,2017,37.742778
USA,MEX,3,43,2017,199.74435400000002
CAN,USA,3,43,2017,419.132718
MEX,USA,3,43,2017,13.970673000000001
MEX,CAN,3,43,2018,2.886006
USA,CAN,3,43,2018,835.157746
CAN,MEX,3,43,2018,50.194012
USA,MEX,3,43,2018,231.66445299999998
CAN,USA,3,43,2018,446.587757
MEX,USA,3,43,2018,18.740758
MEX,CAN,3,43,2019,3.6827389999999998
USA,CAN,3,43,2019,938.360366
CAN,MEX,3,43,2019,49.800984
USA,MEX,3,43,2019,244.337127
CAN,USA,3,43,2019,463.516178
MEX,USA,3,43,2019,29.016920000000002
CAN,CAN,3,43,2010,4908.983296
CAN,CAN,3,43,2011,5671.7527039999995
CAN,CAN,3,43,2012,5906.074624
CAN,CAN,3,43,2013,6363.909632
CAN,CAN,3,43,2014,6090.13504
CAN,CAN,3,43,2015,5318.629888
CAN,CAN,3,43,2016,5053.351936
CAN,CAN,3,43,2017,5211.177472
CAN,CAN,3,43,2018,5349.097984
CAN,CAN,3,43,2019,5439.476224
MEX,MEX,3,43,2010,4024.651264
MEX,MEX,3,43,2011,4714.91072
MEX,MEX,3,43,2012,5198.604288
MEX,MEX,3,43,2013,4993.16224
MEX,MEX,3,43,2014,4811.548672
MEX,MEX,3,43,2015,5002.09152
MEX,MEX,3,43,2016,4712.389632
MEX,MEX,3,43,2017,4821.855232
MEX,MEX,3,43,2018,4983.27808
MEX,MEX,3,43,2019,5000.311296
USA,USA,3,43,2010,46566.203392
USA,USA,3,43,2011,52224.978944
USA,USA,3,43,2012,54647.029760000005
USA,USA,3,43,2013,57270.93145599999
USA,USA,3,43,2014,55924.244479999994
USA,USA,3,43,2015,54090.776576
USA,USA,3,43,2016,53257.191424000004
USA,USA,3,43,2017,51740.512256
USA,USA,3,43,2018,53946.71616
USA,USA,3,43,2019,53234.454527999995
MEX,CAN,3,44,2010,5.03664
USA,CAN,3,44,2010,785.4392389999999
CAN,MEX,3,44,2010,3.760874
USA,MEX,3,44,2010,121.653248
CAN,USA,3,44,2010,1331.238773
MEX,USA,3,44,2010,514.308765
MEX,CAN,3,44,2011,8.460056
USA,CAN,3,44,2011,877.371921
CAN,MEX,3,44,2011,4.556195
USA,MEX,3,44,2011,150.063005
CAN,USA,3,44,2011,1455.166307
MEX,USA,3,44,2011,612.306464
MEX,CAN,3,44,2012,11.610994999999999
USA,CAN,3,44,2012,990.210267
CAN,MEX,3,44,2012,4.723257
USA,MEX,3,44,2012,166.670425
CAN,USA,3,44,2012,1509.743868
MEX,USA,3,44,2012,679.1229450000001
MEX,CAN,3,44,2013,17.119643
USA,CAN,3,44,2013,1072.463475
CAN,MEX,3,44,2013,33.114526
USA,MEX,3,44,2013,172.05797900000002
CAN,USA,3,44,2013,1578.222025
MEX,USA,3,44,2013,692.8332740000001
MEX,CAN,3,44,2014,51.693125
USA,CAN,3,44,2014,1144.84494
CAN,MEX,3,44,2014,36.067346
USA,MEX,3,44,2014,190.54773500000002
CAN,USA,3,44,2014,1704.209839
MEX,USA,3,44,2014,678.038319
MEX,CAN,3,44,2015,46.888104
USA,CAN,3,44,2015,1148.004483
CAN,MEX,3,44,2015,40.238603999999995
USA,MEX,3,44,2015,192.365144
CAN,USA,3,44,2015,1916.743581
MEX,USA,3,44,2015,800.056273
MEX,CAN,3,44,2016,49.789596
USA,CAN,3,44,2016,1111.917
CAN,MEX,3,44,2016,39.328446
USA,MEX,3,44,2016,170.307526
CAN,USA,3,44,2016,2145.368167
MEX,USA,3,44,2016,1019.696538
MEX,CAN,3,44,2017,48.926677000000005
USA,CAN,3,44,2017,1121.2027449999998
CAN,MEX,3,44,2017,44.506981
USA,MEX,3,44,2017,170.910909
CAN,USA,3,44,2017,2335.86559
MEX,USA,3,44,2017,1143.603933
MEX,CAN,3,44,2018,43.362315
USA,CAN,3,44,2018,1176.176665
CAN,MEX,3,44,2018,52.727740000000004
USA,MEX,3,44,2018,192.55202
CAN,USA,3,44,2018,2704.253636
MEX,USA,3,44,2018,1202.8447
MEX,CAN,3,44,2019,51.316114
USA,CAN,3,44,2019,1227.400907
CAN,MEX,3,44,2019,57.201823
USA,MEX,3,44,2019,203.613117
CAN,USA,3,44,2019,2953.3000859999997
MEX,USA,3,44,2019,1238.740337
CAN,CAN,3,44,2010,5881.814015999999
CAN,CAN,3,44,2011,6237.58592
CAN,CAN,3,44,2012,6431.243775999999
CAN,CAN,3,44,2013,6470.498304
CAN,CAN,3,44,2014,5773.839872
CAN,CAN,3,44,2015,4843.705344
CAN,CAN,3,44,2016,5152.880128
CAN,CAN,3,44,2017,5195.2855039999995
CAN,CAN,3,44,2018,5867.27936
CAN,CAN,3,44,2019,5908.174848
MEX,MEX,3,44,2010,6923.654144
MEX,MEX,3,44,2011,7702.849536
MEX,MEX,3,44,2012,7482.695168000001
MEX,MEX,3,44,2013,7763.2271359999995
MEX,MEX,3,44,2014,7640.843264
MEX,MEX,3,44,2015,7482.582015999999
MEX,MEX,3,44,2016,6409.602048
MEX,MEX,3,44,2017,6934.7456
MEX,MEX,3,44,2018,7133.031936
MEX,MEX,3,44,2019,7558.2264319999995
USA,USA,3,44,2010,58049.22470399999
USA,USA,3,44,2011,60472.274944000004
USA,USA,3,44,2012,62824.984576
USA,USA,3,44,2013,64870.54745599999
USA,USA,3,44,2014,66607.722496
USA,USA,3,44,2015,67878.330368
USA,USA,3,44,2016,68987.305984
USA,USA,3,44,2017,67340.926976
USA,USA,3,44,2018,67337.96147200001
USA,USA,3,44,2019,69779.99667200001
MEX,CAN,3,45,2010,0.42307
USA,CAN,3,45,2010,30.219215999999996
CAN,MEX,3,45,2010,7.644760000000001
USA,MEX,3,45,2010,117.87251299999998
CAN,USA,3,45,2010,147.900008
MEX,USA,3,45,2010,741.752227
MEX,CAN,3,45,2011,1.682518
USA,CAN,3,45,2011,36.745274
CAN,MEX,3,45,2011,14.739583999999999
USA,MEX,3,45,2011,153.037817
CAN,USA,3,45,2011,180.788646
MEX,USA,3,45,2011,1307.8573720000002
MEX,CAN,3,45,2012,0.067848
USA,CAN,3,45,2012,38.480239000000005
CAN,MEX,3,45,2012,15.545256
USA,MEX,3,45,2012,150.750376
CAN,USA,3,45,2012,180.529898
MEX,USA,3,45,2012,861.157037
MEX,CAN,3,45,2013,10.888899
USA,CAN,3,45,2013,41.534596
CAN,MEX,3,45,2013,10.542635
USA,MEX,3,45,2013,123.39995900000001
CAN,USA,3,45,2013,183.189514
MEX,USA,3,45,2013,1196.251314
MEX,CAN,3,45,2014,50.453462
USA,CAN,3,45,2014,40.809196
CAN,MEX,3,45,2014,0.942451
USA,MEX,3,45,2014,80.589388
CAN,USA,3,45,2014,187.55928600000001
MEX,USA,3,45,2014,808.3867730000001
MEX,CAN,3,45,2015,18.670616
USA,CAN,3,45,2015,40.970658
CAN,MEX,3,45,2015,3.423532
USA,MEX,3,45,2015,68.282903
CAN,USA,3,45,2015,191.79891899999998
MEX,USA,3,45,2015,839.1449650000001
MEX,CAN,3,45,2016,0.741785
USA,CAN,3,45,2016,49.167441
CAN,MEX,3,45,2016,7.630903
USA,MEX,3,45,2016,22.599178
CAN,USA,3,45,2016,184.807401
MEX,USA,3,45,2016,701.768122
MEX,CAN,3,45,2017,29.848190000000002
USA,CAN,3,45,2017,40.485642
CAN,MEX,3,45,2017,1.266968
USA,MEX,3,45,2017,33.833837
CAN,USA,3,45,2017,191.10617299999998
MEX,USA,3,45,2017,643.6504150000001
MEX,CAN,3,45,2018,0.994813
USA,CAN,3,45,2018,37.821813
CAN,MEX,3,45,2018,1.3979409999999999
USA,MEX,3,45,2018,67.085403
CAN,USA,3,45,2018,200.521203
MEX,USA,3,45,2018,679.179277
MEX,CAN,3,45,2019,75.65386600000001
USA,CAN,3,45,2019,33.420739000000005
CAN,MEX,3,45,2019,11.421251
USA,MEX,3,45,2019,11.903312
CAN,USA,3,45,2019,210.17770299999998
MEX,USA,3,45,2019,584.080639
CAN,CAN,3,45,2016,293.21612799999997
CAN,CAN,3,45,2017,600.724288
CAN,CAN,3,45,2018,545.452992
CAN,CAN,3,45,2019,462.625216
MEX,MEX,3,45,2010,3155.180032
MEX,MEX,3,45,2011,3048.562688
MEX,MEX,3,45,2012,3433.2165119999995
MEX,MEX,3,45,2013,2454.874624
MEX,MEX,3,45,2014,2334.9509120000002
MEX,MEX,3,45,2015,2229.760256
MEX,MEX,3,45,2016,2792.079616
MEX,MEX,3,45,2017,3339.054848
MEX,MEX,3,45,2018,3111.8502399999998
MEX,MEX,3,45,2019,2931.43552
USA,USA,3,45,2010,8261.578752
USA,USA,3,45,2011,9040.456704
USA,USA,3,45,2012,10101.249023999999
USA,USA,3,45,2013,9852.89728
USA,USA,3,45,2014,8926.144512
USA,USA,3,45,2015,9085.436928000001
USA,USA,3,45,2016,9495.942144
USA,USA,3,45,2017,10048.539648
USA,USA,3,45,2018,10259.451904000001
USA,USA,3,45,2019,10261.947392
MEX,CAN,3,46,2010,41.549637
USA,CAN,3,46,2010,722.372583
CAN,MEX,3,46,2010,64.784784
USA,MEX,3,46,2010,266.91411899999997
CAN,USA,3,46,2010,1297.4981599999999
MEX,USA,3,46,2010,859.721791
MEX,CAN,3,46,2011,42.219546
USA,CAN,3,46,2011,809.691459
CAN,MEX,3,46,2011,75.135597
USA,MEX,3,46,2011,357.39214300000003
CAN,USA,3,46,2011,1396.021784
MEX,USA,3,46,2011,963.0973560000001
MEX,CAN,3,46,2012,46.771936
USA,CAN,3,46,2012,837.52743
CAN,MEX,3,46,2012,76.605104
USA,MEX,3,46,2012,371.04585299999997
CAN,USA,3,46,2012,1476.646816
MEX,USA,3,46,2012,970.410352
MEX,CAN,3,46,2013,52.74931899999999
USA,CAN,3,46,2013,883.619699
CAN,MEX,3,46,2013,54.011928000000005
USA,MEX,3,46,2013,398.60211699999996
CAN,USA,3,46,2013,1552.338426
MEX,USA,3,46,2013,986.835302
MEX,CAN,3,46,2014,60.303543999999995
USA,CAN,3,46,2014,940.2276289999999
CAN,MEX,3,46,2014,30.879993
USA,MEX,3,46,2014,417.022984
CAN,USA,3,46,2014,1696.711062
MEX,USA,3,46,2014,1003.181708
MEX,CAN,3,46,2015,72.888099
USA,CAN,3,46,2015,971.9814789999999
CAN,MEX,3,46,2015,43.582221000000004
USA,MEX,3,46,2015,291.416543
CAN,USA,3,46,2015,1826.556739
MEX,USA,3,46,2015,1049.7382710000002
MEX,CAN,3,46,2016,67.006811
USA,CAN,3,46,2016,1000.464905
CAN,MEX,3,46,2016,39.175028000000005
USA,MEX,3,46,2016,270.918436
CAN,USA,3,46,2016,1958.6462620000002
MEX,USA,3,46,2016,1128.581553
MEX,CAN,3,46,2017,72.315383
USA,CAN,3,46,2017,1019.028908
CAN,MEX,3,46,2017,29.616061
USA,MEX,3,46,2017,264.869566
CAN,USA,3,46,2017,1968.196232
MEX,USA,3,46,2017,1124.661792
MEX,CAN,3,46,2018,86.508158
USA,CAN,3,46,2018,981.265358
CAN,MEX,3,46,2018,37.319165999999996
USA,MEX,3,46,2018,277.913346
CAN,USA,3,46,2018,1910.379636
MEX,USA,3,46,2018,1148.2148710000001
MEX,CAN,3,46,2019,86.731524
USA,CAN,3,46,2019,952.0619429999999
CAN,MEX,3,46,2019,33.670753999999995
USA,MEX,3,46,2019,270.42687
CAN,USA,3,46,2019,1979.235195
MEX,USA,3,46,2019,1270.921819
CAN,CAN,3,46,2017,139.810112
CAN,CAN,3,46,2018,275.44992
CAN,CAN,3,46,2019,336.379456
MEX,MEX,3,46,2010,2143.5546879999997
MEX,MEX,3,46,2011,2203.227648
MEX,MEX,3,46,2012,2235.044352
MEX,MEX,3,46,2013,2315.78112
MEX,MEX,3,46,2014,2191.6042239999997
MEX,MEX,3,46,2015,449.63599999999997
USA,USA,3,46,2010,20596.486144
USA,USA,3,46,2011,20558.76608
USA,USA,3,46,2012,20490.958848
USA,USA,3,46,2013,20685.52704
USA,USA,3,46,2014,21029.025792
USA,USA,3,46,2015,22755.592192
USA,USA,3,46,2016,23879.66976
USA,USA,3,46,2017,25105.790976
USA,USA,3,46,2018,24719.855616
USA,USA,3,46,2019,26356.881408
MEX,CAN,3,47,2010,0.027819
USA,CAN,3,47,2010,236.40392999999997
CAN,MEX,3,47,2010,0.973492
USA,MEX,3,47,2010,12.123483
CAN,USA,3,47,2010,169.214874
MEX,USA,3,47,2010,41.057574
MEX,CAN,3,47,2011,0.019986
USA,CAN,3,47,2011,252.444398
CAN,MEX,3,47,2011,0.6917949999999999
USA,MEX,3,47,2011,16.438078
CAN,USA,3,47,2011,180.852099
MEX,USA,3,47,2011,50.210969
MEX,CAN,3,47,2012,0.01576
USA,CAN,3,47,2012,271.284014
CAN,MEX,3,47,2012,0.703113
USA,MEX,3,47,2012,15.657176999999999
CAN,USA,3,47,2012,176.073271
MEX,USA,3,47,2012,53.834277
MEX,CAN,3,47,2013,0.020869
USA,CAN,3,47,2013,251.949731
CAN,MEX,3,47,2013,0.9714790000000001
USA,MEX,3,47,2013,20.561543
CAN,USA,3,47,2013,173.826735
MEX,USA,3,47,2013,59.117537
MEX,CAN,3,47,2014,0.023832
USA,CAN,3,47,2014,258.175002
CAN,MEX,3,47,2014,0.868563
USA,MEX,3,47,2014,21.37961
CAN,USA,3,47,2014,164.070987
MEX,USA,3,47,2014,50.540579
MEX,CAN,3,47,2015,0.094943
USA,CAN,3,47,2015,271.763212
CAN,MEX,3,47,2015,0.9693959999999999
USA,MEX,3,47,2015,27.189611
CAN,USA,3,47,2015,176.49693
MEX,USA,3,47,2015,49.862652000000004
MEX,CAN,3,47,2016,0.022619999999999998
USA,CAN,3,47,2016,230.50471800000003
CAN,MEX,3,47,2016,0.808859
USA,MEX,3,47,2016,19.82826
CAN,USA,3,47,2016,146.669747
MEX,USA,3,47,2016,48.990156
MEX,CAN,3,47,2017,0.0283
USA,CAN,3,47,2017,239.64633500000002
CAN,MEX,3,47,2017,0.779626
USA,MEX,3,47,2017,15.027161999999999
CAN,USA,3,47,2017,134.007531
MEX,USA,3,47,2017,43.841365
MEX,CAN,3,47,2018,0.038537
USA,CAN,3,47,2018,235.03537999999998
CAN,MEX,3,47,2018,0.090275
USA,MEX,3,47,2018,12.466894
CAN,USA,3,47,2018,128.781722
MEX,USA,3,47,2018,30.826390999999997
MEX,CAN,3,47,2019,0.052377
USA,CAN,3,47,2019,242.281913
CAN,MEX,3,47,2019,0.107031
USA,MEX,3,47,2019,14.865429999999998
CAN,USA,3,47,2019,116.48421699999999
MEX,USA,3,47,2019,27.185264
MEX,MEX,3,47,2010,2624.151552
MEX,MEX,3,47,2011,2649.917696
MEX,MEX,3,47,2012,2795.069696
MEX,MEX,3,47,2013,2915.661824
MEX,MEX,3,47,2014,2810.4832
MEX,MEX,3,47,2015,2985.357056
MEX,MEX,3,47,2016,2615.043328
MEX,MEX,3,47,2017,2556.648448
MEX,MEX,3,47,2018,2724.23808
MEX,MEX,3,47,2019,2793.226496
MEX,CAN,3,48,2010,30.77572
USA,CAN,3,48,2010,2269.133981
CAN,MEX,3,48,2010,11.939969999999999
USA,MEX,3,48,2010,764.999448
CAN,USA,3,48,2010,1483.315633
MEX,USA,3,48,2010,577.498509
MEX,CAN,3,48,2011,30.711446000000002
USA,CAN,3,48,2011,2539.413828
CAN,MEX,3,48,2011,15.683388
USA,MEX,3,48,2011,790.1980219999999
CAN,USA,3,48,2011,1737.629175
MEX,USA,3,48,2011,619.658179
MEX,CAN,3,48,2012,28.451417
USA,CAN,3,48,2012,2928.1156149999997
CAN,MEX,3,48,2012,24.688648999999998
USA,MEX,3,48,2012,1025.949245
CAN,USA,3,48,2012,1832.924925
MEX,USA,3,48,2012,640.8474769999999
MEX,CAN,3,48,2013,30.032808000000003
USA,CAN,3,48,2013,2987.2246579999996
CAN,MEX,3,48,2013,26.244436
USA,MEX,3,48,2013,1119.975902
CAN,USA,3,48,2013,1871.1736809999998
MEX,USA,3,48,2013,686.255454
MEX,CAN,3,48,2014,31.287706
USA,CAN,3,48,2014,3056.5599239999997
CAN,MEX,3,48,2014,21.806335
USA,MEX,3,48,2014,1125.469259
CAN,USA,3,48,2014,1861.935451
MEX,USA,3,48,2014,651.425401
MEX,CAN,3,48,2015,25.839548
USA,CAN,3,48,2015,3040.2003809999997
CAN,MEX,3,48,2015,19.169907000000002
USA,MEX,3,48,2015,1157.7471779999998
CAN,USA,3,48,2015,1879.2129920000002
MEX,USA,3,48,2015,639.823986
MEX,CAN,3,48,2016,25.246137
USA,CAN,3,48,2016,3104.677956
CAN,MEX,3,48,2016,16.876689000000002
USA,MEX,3,48,2016,1219.671604
CAN,USA,3,48,2016,1905.254272
MEX,USA,3,48,2016,630.463218
MEX,CAN,3,48,2017,31.158351
USA,CAN,3,48,2017,3089.054068
CAN,MEX,3,48,2017,12.891697
USA,MEX,3,48,2017,1178.8024990000001
CAN,USA,3,48,2017,2084.024548
MEX,USA,3,48,2017,636.098734
MEX,CAN,3,48,2018,33.896181
USA,CAN,3,48,2018,3139.70683
CAN,MEX,3,48,2018,17.096635
USA,MEX,3,48,2018,1028.6060730000002
CAN,USA,3,48,2018,2076.813874
MEX,USA,3,48,2018,669.814358
MEX,CAN,3,48,2019,40.994129
USA,CAN,3,48,2019,3157.086862
CAN,MEX,3,48,2019,12.58695
USA,MEX,3,48,2019,1037.18919
CAN,USA,3,48,2019,2142.195937
MEX,USA,3,48,2019,734.388136
CAN,CAN,3,48,2010,4528.927232
CAN,CAN,3,48,2011,4932.935168
CAN,CAN,3,48,2012,4984.080896
CAN,CAN,3,48,2013,6161.029632
CAN,CAN,3,48,2014,5638.692864
CAN,CAN,3,48,2015,5260.428288
CAN,CAN,3,48,2016,5592.534528
CAN,CAN,3,48,2017,5755.2209920000005
CAN,CAN,3,48,2018,6016.341504
CAN,CAN,3,48,2019,6055.656448
MEX,MEX,3,48,2010,6437.312
MEX,MEX,3,48,2011,7692.965376
MEX,MEX,3,48,2012,7893.698048
MEX,MEX,3,48,2013,9164.2112
MEX,MEX,3,48,2014,8993.213440000001
MEX,MEX,3,48,2015,8270.75584
MEX,MEX,3,48,2016,7557.115392000001
MEX,MEX,3,48,2017,8028.207616
MEX,MEX,3,48,2018,8235.042304
MEX,MEX,3,48,2019,8489.496576000001
USA,USA,3,48,2010,77676.50304
USA,USA,3,48,2011,82745.294848
USA,USA,3,48,2012,84581.441536
USA,USA,3,48,2013,85660.893184
USA,USA,3,48,2014,93263.208448
USA,USA,3,48,2015,95771.181056
USA,USA,3,48,2016,98328.920064
USA,USA,3,48,2017,102756.88448
USA,USA,3,48,2018,103268.90905599999
USA,USA,3,48,2019,105064.144896
MEX,CAN,3,49,2010,37.342081
USA,CAN,3,49,2010,443.38021
CAN,MEX,3,49,2010,2.204486
USA,MEX,3,49,2010,74.38508900000001
CAN,USA,3,49,2010,359.19024
MEX,USA,3,49,2010,714.0852070000001
MEX,CAN,3,49,2011,47.064453
USA,CAN,3,49,2011,863.5682099999999
CAN,MEX,3,49,2011,1.897525
USA,MEX,3,49,2011,128.644851
CAN,USA,3,49,2011,390.97060600000003
MEX,USA,3,49,2011,783.288455
MEX,CAN,3,49,2012,50.181022999999996
USA,CAN,3,49,2012,1056.054153
CAN,MEX,3,49,2012,2.2539130000000003
USA,MEX,3,49,2012,558.731537
CAN,USA,3,49,2012,486.236891
MEX,USA,3,49,2012,802.368868
MEX,CAN,3,49,2013,50.858752
USA,CAN,3,49,2013,1076.3162849999999
CAN,MEX,3,49,2013,1.7305490000000001
