Id,LotArea,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SaleType,SaleCondition,SalePrice
359,6930,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,BrkFace,TA,TA,CBlock,GasA,Ex,1,1352,Gd,6,Min2,0,1,288,Y,WD,Abnorml,130000
360,12011,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1924,Gd,7,Typ,1,2,592,Y,WD,Normal,280000
361,7540,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,None,TA,TA,CBlock,GasA,Ex,1,912,TA,5,Typ,1,2,470,Y,WD,Normal,156000
362,9144,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,None,TA,TA,CBlock,GasA,Gd,1,1505,TA,8,Typ,0,1,240,N,WD,Normal,145000
363,7301,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,BrkFace,Gd,TA,Slab,GasA,Ex,1,1922,Gd,7,Typ,1,2,672,Y,ConLD,Normal,198500
364,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,BrkFace,TA,TA,CBlock,GasA,Gd,1,987,Gd,5,Typ,0,1,264,Y,WD,Normal,118000
365,18800,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,BrkFace,TA,TA,PConc,GasA,TA,1,1574,TA,6,Typ,1,2,566,Y,WD,Normal,190000
366,10690,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,None,TA,Gd,CBlock,GasA,Gd,1,1344,TA,6,Typ,0,1,468,Y,WD,Normal,147000
367,9500,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1394,TA,6,Typ,2,2,514,Y,WD,Normal,159000
368,9150,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1431,TA,6,Typ,1,1,296,Y,WD,Normal,165000
369,7800,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,PConc,GasA,Gd,1,1268,TA,7,Typ,1,1,244,Y,WD,Normal,132000
370,9830,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,Gd,CBlock,GasA,Ex,1,1287,Gd,7,Typ,1,2,576,Y,WD,Normal,162000
371,8121,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1664,TA,7,Typ,1,2,460,Y,WD,Normal,172400
372,17120,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,None,TA,TA,CBlock,GasA,TA,1,1588,TA,7,Min2,1,2,680,N,WD,Normal,134432
373,7175,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,None,TA,TA,CBlock,GasA,TA,1,752,TA,4,Typ,0,1,264,Y,WD,Normal,125000
374,10634,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,PConc,GasA,TA,1,1319,TA,5,Min2,0,1,270,Y,WD,Normal,123000
375,8200,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1928,Gd,8,Typ,1,2,434,Y,WD,Normal,219500
376,10020,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,None,Fa,Fa,BrkTil,GasA,Gd,0,904,Fa,4,Maj1,0,0,0,Y,WD,Normal,61000
377,8846,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,None,Gd,TA,PConc,GasA,Ex,1,914,TA,5,Typ,0,2,576,Y,WD,Normal,148000
378,11143,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,2466,Gd,8,Typ,1,2,610,Y,WD,Normal,340000
379,11394,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,Stone,Gd,TA,PConc,GasA,Ex,1,1856,Ex,8,Typ,1,3,834,Y,New,Partial,394432
380,8123,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1800,TA,7,Typ,1,2,463,Y,WD,Normal,179000
381,5000,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,BrkTil,GasA,TA,1,1691,Gd,6,Typ,1,1,308,Y,WD,Normal,127000
382,7200,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1301,Gd,5,Typ,1,2,572,Y,New,Partial,187750
383,9245,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1797,Gd,8,Typ,0,2,639,Y,WD,Normal,213500
384,9000,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,None,TA,TA,BrkTil,GasA,TA,0,784,TA,5,Typ,0,2,360,N,WD,Normal,76000
385,53107,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1953,Gd,9,Typ,2,2,501,Y,WD,Normal,240000
386,3182,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1269,Gd,6,Typ,1,2,430,Y,WD,Normal,192000
387,8410,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,None,TA,Fa,PConc,GasA,TA,1,1184,TA,8,Typ,0,0,0,N,WD,AdjLand,81000
388,7200,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1125,TA,6,Typ,1,1,352,Y,WD,Abnorml,125000
389,9382,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1479,Gd,6,Typ,0,2,577,Y,WD,Normal,191000
390,12474,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Stone,Ex,TA,PConc,GasA,Ex,1,2332,Ex,9,Typ,1,3,846,Y,New,Partial,426000
391,8405,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,None,TA,TA,BrkTil,GasA,Ex,1,1367,TA,7,Typ,0,1,384,Y,WD,Normal,119000
392,12209,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1961,Gd,7,Typ,1,2,560,Y,WD,Normal,215000
393,8339,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,Slab,GasA,TA,1,882,TA,5,Typ,0,1,294,Y,WD,Normal,106500
394,7446,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,1,788,TA,4,Typ,2,0,0,Y,WD,Abnorml,100000
395,10134,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,CBlock,GasA,Gd,1,1034,TA,5,Typ,0,1,240,Y,WD,Normal,109000
396,9571,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,1144,TA,6,Typ,0,1,596,Y,WD,Normal,129000
397,7200,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,894,TA,6,Typ,0,2,600,Y,WD,Normal,123000
398,7590,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1812,TA,8,Typ,1,1,264,Y,WD,Normal,169500
399,8967,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,None,TA,Fa,BrkTil,GasA,Gd,1,1077,TA,6,Maj2,0,1,338,N,WD,Abnorml,67000
400,8125,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1550,Gd,7,Typ,0,2,438,Y,WD,Normal,241000
401,14963,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1288,Ex,4,Typ,2,2,500,Y,WD,Normal,245500
402,8767,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1310,Gd,6,Typ,1,2,400,Y,New,Partial,164990
403,10200,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,None,TA,TA,PConc,GasA,Ex,1,672,TA,4,Typ,0,1,240,N,WD,Normal,108000
404,12090,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Gd,1,2263,Gd,10,Typ,1,2,420,Y,WD,Abnorml,258000
405,10364,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1572,TA,7,Typ,1,2,373,Y,WD,Normal,168000
406,9991,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,None,TA,TA,CBlock,GasA,Ex,1,1620,TA,8,Min1,1,2,490,Y,WD,Normal,150000
407,10480,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,None,TA,TA,BrkTil,GasA,Ex,1,1639,TA,6,Maj2,0,1,240,Y,WD,Normal,115000
408,15576,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,None,TA,TA,BrkTil,GasA,Ex,1,1680,TA,8,Typ,0,1,308,Y,WD,Normal,177000
409,14154,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2172,Gd,9,Typ,1,3,947,Y,New,Partial,280000
410,10800,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,2078,Ex,8,Typ,1,3,836,Y,New,Partial,339750
411,9571,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,None,TA,Fa,CBlock,GasA,TA,1,1276,TA,5,Mod,0,1,350,Y,COD,Abnorml,60000
412,34650,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,None,TA,TA,CBlock,GasA,TA,0,1056,TA,5,Typ,0,2,572,Y,WD,Normal,145000
413,4403,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Stone,Ex,TA,PConc,GasA,Ex,1,1478,Gd,7,Typ,1,2,484,Y,New,Partial,222000
414,8960,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Gd,1,1028,TA,5,Typ,1,2,360,Y,WD,Normal,115000
415,11228,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2097,Gd,9,Typ,1,3,678,Y,WD,Normal,228000
416,8899,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1340,Gd,6,Typ,0,2,396,Y,New,Partial,181134
417,7844,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,BrkFace,TA,TA,CBlock,GasA,TA,1,1400,TA,6,Typ,1,2,440,Y,WD,Normal,149500
418,22420,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,None,TA,TA,BrkTil,GasW,TA,0,2624,TA,10,Typ,1,3,864,N,WD,Normal,239000
419,8160,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,BrkTil,GasA,Fa,0,1134,TA,7,Typ,0,1,240,P,WD,AdjLand,126000
420,8450,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,1056,TA,6,Typ,1,1,304,Y,WD,Normal,142000
421,7060,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,BrkFace,TA,Gd,PConc,GasA,Ex,1,1344,TA,8,Typ,0,4,784,Y,WD,Alloca,206300
422,16635,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Stone,Gd,TA,CBlock,GasA,Gd,1,1602,Gd,8,Typ,1,2,529,Y,WD,Normal,215000
423,21750,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Ex,1,988,TA,4,Typ,0,2,520,N,WD,Normal,113000
424,9200,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Gd,1,2630,Gd,8,Typ,1,3,696,Y,WD,Normal,315000
425,9000,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1196,TA,6,Typ,1,1,297,Y,WD,Normal,139000
426,3378,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,None,TA,Gd,CBlock,GasA,Gd,1,1389,TA,6,Typ,2,1,240,P,WD,Normal,135000
427,12800,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,BrkFace,Gd,TA,PConc,GasA,Gd,1,1644,Gd,5,Typ,1,2,569,Y,WD,Normal,275000
428,8593,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,None,TA,TA,CBlock,GasA,Ex,1,907,TA,5,Typ,0,1,352,Y,WD,Normal,109008
429,6762,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1208,Gd,6,Typ,0,2,628,Y,New,Partial,195400
430,11457,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,CBlock,GasA,TA,1,1412,Gd,6,Typ,1,2,576,Y,WD,Normal,175000
431,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,987,TA,4,Typ,0,1,264,Y,COD,Abnorml,85400
432,5586,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,None,TA,TA,BrkTil,GasA,Gd,1,1198,TA,7,Typ,0,0,0,N,ConLD,Abnorml,79900
433,1920,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,BrkFace,TA,TA,CBlock,GasA,Ex,1,1365,TA,6,Min1,0,2,440,Y,WD,Normal,122500
434,10839,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1604,TA,7,Typ,1,2,470,Y,WD,Normal,181000
435,1890,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,None,TA,Gd,CBlock,GasA,Gd,1,630,TA,3,Typ,0,0,0,Y,WD,Normal,81000
436,10667,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,None,Gd,TA,PConc,GasA,Ex,1,1661,Gd,6,Typ,1,2,550,Y,ConLw,Normal,212000
437,4400,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,None,TA,TA,BrkTil,GasA,TA,1,1118,TA,6,Typ,0,2,440,Y,WD,Normal,116000
438,6000,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,None,Gd,TA,PConc,GasA,Gd,1,904,TA,4,Typ,0,1,180,Y,WD,Normal,119000
439,4280,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,PConc,GasA,TA,0,694,Gd,4,Typ,1,1,352,P,WD,Normal,90350
440,12354,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,None,TA,TA,BrkTil,GasA,Gd,1,1196,Gd,7,Typ,0,2,528,Y,ConLI,Normal,110000
441,15431,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Stone,Ex,TA,PConc,GasA,Ex,1,2402,Ex,10,Typ,2,3,672,Y,WD,Normal,555000
442,12108,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,BrkFace,TA,TA,CBlock,GasA,TA,0,1440,Fa,8,Typ,0,0,0,Y,WD,Normal,118000
443,6240,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,TA,PConc,GasA,TA,1,1573,TA,8,Typ,1,2,360,P,WD,Normal,162900
444,3922,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1258,Gd,6,Typ,1,3,648,Y,New,Partial,172500
445,8750,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,Gd,PConc,GasA,Ex,1,1908,Gd,8,Typ,1,2,493,Y,WD,Normal,210000
446,9855,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,CBlock,GasA,Fa,1,1689,TA,7,Typ,1,2,480,Y,COD,Normal,127500
447,16492,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,None,Gd,TA,CBlock,GasA,Ex,1,1888,Gd,6,Mod,1,2,578,Y,WD,Normal,190000
448,11214,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Gd,1,1886,Gd,10,Typ,1,2,431,Y,WD,Normal,199900
449,8600,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,None,TA,TA,BrkTil,GasA,TA,1,1376,TA,7,Typ,1,1,198,N,WD,Normal,119500
450,6000,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,None,TA,Gd,CBlock,GasA,Ex,1,1183,TA,6,Typ,0,1,308,Y,WD,Normal,120000
451,5684,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,None,TA,TA,BrkTil,GasA,Ex,1,813,Gd,5,Typ,0,1,270,N,WD,Normal,110000
452,70761,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,None,TA,TA,CBlock,GasA,TA,1,1533,Gd,5,Typ,2,2,576,Y,WD,Normal,280000
453,9303,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1756,TA,7,Typ,0,2,422,Y,WD,Normal,204000
454,9000,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1590,Gd,6,Typ,0,2,676,Y,WD,Normal,210000
455,9297,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1728,TA,8,Typ,0,2,560,Y,WD,Family,188000
456,9600,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,BrkFace,TA,TA,CBlock,GasA,Fa,1,1242,TA,6,Typ,1,2,528,Y,WD,Normal,175500
457,4571,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,None,TA,TA,BrkTil,GasA,Fa,0,1344,TA,7,Typ,0,3,513,Y,COD,Abnorml,98000
458,53227,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,None,TA,TA,CBlock,GasA,Ex,1,1663,Gd,6,Min1,2,2,529,Y,WD,Normal,256000
459,5100,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,None,TA,Gd,PConc,GasA,Fa,1,1666,Gd,7,Typ,1,1,228,Y,WD,Normal,161000
460,7015,Bnk,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,BrkCmn,TA,TA,CBlock,GasA,TA,1,1203,Gd,5,Typ,1,1,352,Y,WD,Normal,110000
461,8004,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1935,TA,8,Typ,0,2,552,Y,New,Partial,263435
462,7200,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,None,Gd,Gd,PConc,GasA,Ex,1,1135,Gd,6,Typ,0,2,576,Y,WD,Normal,155000
463,8281,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Gd,1,864,TA,5,Typ,1,1,360,Y,WD,Normal,62383
464,11988,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,None,TA,TA,CBlock,GasA,Fa,1,1660,TA,6,Typ,1,1,240,Y,WD,Normal,188700
465,8430,HLS,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1040,TA,5,Typ,0,0,0,Y,WD,Normal,124000
466,3072,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1414,Gd,6,Typ,1,2,398,Y,WD,Normal,178740
467,10628,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,None,TA,Gd,CBlock,GasA,TA,1,1277,TA,5,Typ,1,2,526,Y,WD,Normal,167000
468,9480,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,Stone,TA,TA,CBlock,GasA,Ex,1,1644,Gd,7,Typ,2,1,312,Y,WD,Normal,146500
469,11428,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1634,Gd,7,Typ,1,3,866,Y,WD,Normal,250000
470,9291,Lvl,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1710,Gd,7,Typ,0,2,506,Y,WD,Normal,187000
471,6820,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,TA,PConc,GasA,TA,1,1502,Gd,4,Typ,0,2,528,Y,WD,Normal,212000
472,11952,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,None,TA,TA,CBlock,GasA,TA,1,1969,TA,8,Typ,1,2,534,Y,WD,Normal,190000
473,3675,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1072,TA,5,Typ,0,2,525,Y,WD,Normal,148000
474,14977,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1976,Gd,7,Typ,1,3,908,Y,New,Partial,440000
475,5330,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1652,Ex,6,Typ,0,2,499,Y,WD,Normal,251000
476,8480,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,970,TA,5,Typ,0,2,624,Y,WD,Normal,132500
477,13125,Lvl,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1493,Gd,7,Typ,1,2,508,Y,WD,Normal,208900
478,13693,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,2643,Ex,9,Typ,1,3,694,Y,WD,Normal,380000
479,10637,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1718,Gd,7,Typ,1,3,826,Y,WD,Normal,297000
480,5925,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,BrkCmn,TA,TA,BrkTil,GasA,TA,1,1131,TA,7,Typ,0,2,672,Y,WD,Alloca,89471
481,16033,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1850,Gd,8,Typ,1,3,772,Y,WD,Normal,326000
482,11846,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1792,Ex,6,Typ,1,3,874,Y,WD,Normal,374000
483,2500,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,None,Gd,TA,PConc,GasA,Ex,1,1826,Ex,7,Min2,1,1,164,Y,WD,Normal,155000
484,4500,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1216,TA,5,Typ,0,2,402,Y,WD,Normal,164000
485,7758,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,None,TA,Gd,CBlock,GasA,Gd,1,999,Gd,6,Typ,0,1,264,Y,WD,Normal,132500
486,9600,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,Gd,TA,CBlock,GasA,Gd,1,1113,Gd,5,Typ,1,1,264,Y,WD,Normal,147000
487,10289,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,BrkFace,TA,TA,CBlock,GasA,TA,1,1073,TA,6,Typ,0,2,515,Y,WD,Normal,156000
488,12243,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Gd,1,1484,TA,7,Typ,1,2,487,Y,WD,Normal,175000
489,10800,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,None,TA,Fa,CBlock,GasA,TA,0,2414,TA,10,Mod,1,2,520,N,ConLD,Normal,160000
490,1526,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,None,TA,Gd,CBlock,GasA,TA,1,630,Gd,3,Typ,0,1,286,Y,WD,Normal,86000
491,2665,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,None,TA,TA,PConc,GasA,TA,1,1304,TA,4,Typ,1,1,336,Y,WD,Normal,115000
492,9490,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,None,TA,TA,CBlock,GasA,TA,1,1578,Fa,5,Typ,2,1,240,Y,WD,Normal,133000
493,15578,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Gd,1,1456,TA,8,Typ,0,2,429,Y,New,Partial,172785
